village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Khirabha,0,0,100,3,83,14,0,66,34,28,72,7,19,74,0,0,100,0,,81,19,74,26,91,9,21,79,96,4
Banvaria,0,0,100,4,79,17,0,68,32,22,78,5,28,67,4,0,96,0,,75,25,81,19,87,13,24,76,99,1
Imarti Bisen,0,0,100,2,82,16,0,72,28,30,70,1,11,88,0,0,100,0,,78,22,86,14,96,4,29,71,100,0
Chavani Sarkar,0,0,100,4,80,16,0,67,33,21,79,11,27,62,0,0,100,0,,74,26,90,10,96,4,24,76,100,0
Khorhansha,0,0,100,0,84,16,0,75,25,46,54,0,12,88,0,0,100,0,,79,21,89,11,92,8,25,75,100,0
Chandravatpur,0,0,100,1,84,15,0,76,24,42,58,0,11,89,0,0,100,0,,86,14,82,18,97,3,34,66,100,0
Pure Tiwari,0,0,100,1,80,19,0,74,26,41,59,0,8,92,0,0,100,0,,80,20,82,18,93,7,26,74,100,0
Banghusra,0,0,100,5,77,18,0,68,32,55,45,12,27,61,0,0,100,0,,81,19,83,17,97,3,15,85,100,0
Pandari Shanker,0,0,100,2,82,16,0,69,31,43,57,0,13,87,0,0,100,0,,60,40,84,16,99,1,8,92,100,0
Kapoorpur,0,0,100,1,85,14,0,72,28,40,60,0,12,88,0,0,100,0,,84,16,83,17,96,4,10,90,100,0
