village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Asdhir,0,34,70,7,93,4,74,24,6,98,6,59,35,10,0,60,44,0,,104,0,104,0,104,0,88,16,104,0
Harhad,0,0,2,0,2,0,0,1,1,2,0,2,0,0,0,2,0,2,,2,0,2,0,2,0,0,2,2,0
Pabra,0,0,124,0,124,0,0,112,12,124,0,117,1,6,0,121,3,3,,124,0,124,0,124,0,73,51,124,0
Belargara,0,0,8,0,8,0,0,8,0,8,0,8,0,0,0,8,0,0,,8,0,8,0,8,0,2,6,8,0
Khutra,0,6,35,0,41,0,11,28,2,40,1,35,6,0,0,41,0,2,,41,0,41,0,41,0,30,11,41,0
Kanrsar,0,0,28,0,28,0,0,25,3,28,0,28,0,0,0,28,0,0,,28,0,28,0,28,0,15,13,28,0
Dukra,0,0,19,0,19,0,1,17,1,19,0,17,2,0,0,19,0,0,,19,0,19,0,19,0,12,7,19,0
Dharhara,0,0,13,0,13,0,0,13,0,13,0,13,0,0,0,13,0,0,,13,0,13,0,13,0,10,3,13,0
Bartua,0,0,4,0,4,0,0,4,0,4,0,3,1,0,0,4,0,0,,4,0,4,0,4,0,3,1,4,0
Jolhadiha,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Ulanj,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Mayapur,0,0,10,0,10,0,0,10,0,10,0,9,0,1,0,10,0,0,,10,0,10,0,10,0,6,4,10,0
Sulmi,0,0,32,0,31,1,0,30,2,32,0,30,2,0,0,31,1,0,,32,0,32,0,32,0,19,13,32,0
Kachanpur,0,0,56,0,56,0,0,51,5,56,0,42,9,5,0,56,0,0,,56,0,56,0,56,0,35,21,56,0
Katkamsanr,0,0,57,0,57,0,0,48,9,57,0,50,3,4,0,57,0,0,,57,0,57,0,57,0,28,29,57,0
Nawa Khap,0,0,2,0,2,0,0,2,0,2,0,2,0,0,0,2,0,0,,2,0,2,0,2,0,0,2,2,0
Harina,0,0,4,0,4,0,0,4,0,4,0,4,0,0,0,4,0,0,,4,0,4,0,4,0,3,1,4,0
Chharwa,0,0,7,0,7,0,0,6,1,7,0,7,0,0,0,7,0,0,,7,0,7,0,7,0,2,5,7,0
Lupung,0,0,147,0,147,0,1,132,14,147,0,109,15,23,0,141,6,1,,147,0,147,0,147,0,67,80,147,0
Horeya,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,1,0,1,0
Raibar,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,1,0,1,0
Hesa Kudar,0,0,2,0,2,0,0,2,0,2,0,1,1,0,0,2,0,0,,2,0,2,0,2,0,1,1,2,0
Gurudih,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Danr,0,0,30,0,30,0,0,27,3,30,0,27,3,0,0,30,0,0,,30,0,30,0,30,0,22,8,30,0
Hedlag,0,0,21,0,21,0,0,18,3,21,0,14,3,4,0,21,0,0,,21,0,21,0,21,0,14,7,21,0
Pichri,0,0,3,0,3,0,0,3,0,3,0,2,1,0,0,3,0,0,,3,0,3,0,3,0,2,1,3,0
Sarugaru Kalan,0,0,22,0,22,0,0,22,0,22,0,21,0,1,0,22,0,0,,22,0,22,0,22,0,10,12,22,0
Lakhnu,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Bajha,0,0,8,0,8,0,0,8,0,8,0,6,1,1,0,8,0,0,,8,0,8,0,8,0,5,3,8,0
Shahapur,0,0,3,0,3,0,0,3,0,3,0,2,1,0,0,3,0,0,,3,0,3,0,3,0,2,1,3,0
Arabhusai,0,0,4,0,4,0,0,4,0,4,0,1,2,1,0,4,0,0,,4,0,4,0,4,0,2,2,4,0
Bargara,0,0,31,0,31,0,0,29,2,31,0,23,5,3,0,28,3,0,,31,0,31,0,31,0,20,11,31,0
Sakarja,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Jhardag,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,1,0,1,0
