village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Chandana,6,17,15,1,14,23,15,23,0,15,23,23,13,2,0,34,4,0,,38,0,28,10,38,0,0,38,38,0
Hari Pura,1,0,4,1,3,1,1,4,0,2,3,4,1,0,0,5,0,0,,5,0,4,1,5,0,0,5,5,0
Uttardambur,4,0,9,1,8,4,9,4,0,5,8,10,3,0,0,13,0,0,,13,0,7,6,13,0,1,12,13,0
Anar,5,2,2,2,6,1,5,4,0,1,8,9,0,0,0,9,0,0,,9,0,7,2,9,0,0,9,9,0
Chakla,1,0,14,2,12,1,5,10,0,8,7,14,1,0,0,15,0,0,,15,0,10,5,15,0,0,15,15,0
Kharipara,8,2,5,3,8,4,6,9,0,5,10,9,6,0,0,12,3,0,,15,0,12,3,15,0,0,15,15,0
Bari Bandku,12,1,7,3,14,3,10,10,0,4,16,18,2,0,0,20,0,0,,20,0,17,3,20,0,0,20,20,0
Khokra,9,1,1,1,5,5,4,7,0,3,8,11,0,0,0,11,0,0,,11,0,6,5,11,0,0,11,11,0
Khajura Bheri,8,1,9,2,12,4,8,10,0,3,15,16,2,0,0,17,1,0,,18,0,9,9,18,0,0,18,18,0
Barar,6,1,0,1,1,5,1,6,0,2,5,7,0,0,0,7,0,0,,7,0,7,0,7,0,0,7,7,0
Shibda,3,2,4,1,5,3,4,5,0,6,3,6,3,0,0,9,0,0,,9,0,9,0,9,0,0,9,9,0
Jaka,22,6,2,3,11,16,9,21,0,5,25,25,5,0,0,30,0,0,,30,0,27,3,30,0,1,29,30,0
Khejur Kuthi,2,0,3,1,3,1,2,2,1,2,3,5,0,0,0,5,0,0,,5,0,5,0,5,0,0,5,5,0
Rangidas,7,1,0,3,3,2,4,4,0,1,7,8,0,0,0,7,1,0,,8,0,7,1,8,0,0,8,8,0
Mahi Samura,10,7,17,10,18,6,13,19,2,12,22,22,12,0,0,32,2,0,,34,0,28,6,34,0,0,34,33,1
Behara Shai,4,0,8,0,10,2,3,9,0,6,6,11,1,0,0,12,0,0,,12,0,6,6,12,0,0,12,12,0
Amra Tarya,11,10,20,6,23,12,20,21,0,13,28,29,12,0,0,40,1,0,,41,0,34,7,41,0,0,41,41,0
Barida,6,4,6,3,6,7,9,7,0,6,10,11,5,0,0,15,0,0,,16,0,15,1,16,0,0,16,16,0
Ghritagram,4,8,5,1,7,9,9,8,0,6,11,11,5,1,0,17,0,0,,18,0,13,5,18,0,0,18,18,0
Dhalbelun,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Kanrarol,4,0,6,1,8,1,5,5,0,4,6,9,1,0,0,10,0,0,,10,0,6,4,10,0,1,9,10,0
Arangabad,2,0,4,4,2,0,2,4,0,1,5,5,1,0,0,6,0,0,,6,0,4,2,6,0,0,6,6,0
Ban Deuli,0,1,8,1,3,5,3,6,0,3,6,5,4,0,0,9,0,0,,9,0,8,1,9,0,0,9,9,0
Gansarisa,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Mahabira,13,0,0,1,6,6,3,10,0,1,12,13,0,0,0,13,0,0,,13,0,11,2,13,0,0,13,13,0
Baghra,5,1,1,0,7,0,6,1,0,0,7,5,2,0,0,6,1,0,,7,0,6,1,7,0,1,6,7,0
Kiar Chandra,0,0,2,0,1,1,1,1,0,2,0,2,0,0,0,2,0,0,,2,0,2,0,2,0,0,2,2,0
Dikusumpur,0,0,10,2,7,1,1,9,0,3,7,9,1,0,0,10,0,0,,10,0,9,1,10,0,1,9,10,0
Sakal Bani,1,0,4,0,5,0,2,3,0,1,4,4,1,0,0,5,0,0,,5,0,5,0,5,0,0,5,5,0
Gopalpur,3,0,4,1,2,4,5,2,0,1,6,7,0,0,0,7,0,0,,7,0,7,0,7,0,0,7,7,0
Bagaria,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Kaldiha,3,0,2,0,3,2,2,3,0,2,3,5,0,0,0,5,0,0,,5,0,4,1,5,0,0,5,5,0
Hasim Pur,9,2,0,2,9,0,5,6,0,1,10,10,1,0,0,11,0,0,,11,0,8,3,11,0,0,11,11,0
Marrui,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,0,1,1,0,0,1,1,0
Keshiari,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,1,0,0,1,1,0,0,1,1,0
Sipurlalpur,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Babuigerya,5,0,0,0,1,4,1,4,0,2,3,5,0,0,0,5,0,0,,5,0,3,2,5,0,0,5,5,0
Baramara,4,1,3,1,2,5,1,7,0,3,5,6,2,0,0,8,0,0,,8,0,5,3,8,0,0,8,8,0
Lal Chauria,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Jaykrishna Pur,0,3,10,1,6,6,5,6,2,7,6,9,4,0,0,13,0,0,,13,0,12,1,13,0,0,13,13,0
Murabani,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,,1,0,0,1,1,0,0,1,1,0
Jhareswarpur,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Banchatul,0,1,2,0,2,1,0,3,0,0,3,3,0,0,0,3,0,0,,3,0,2,1,3,0,0,3,3,0
Bhimrulia,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Srirampur,2,0,1,1,1,1,2,1,0,2,1,2,1,0,0,3,0,0,,3,0,3,0,3,0,0,3,3,0
Pacha Khali,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Kandramari,5,1,0,1,3,2,2,4,0,1,5,6,0,0,0,6,0,0,,6,0,4,2,6,0,0,6,6,0
Dudhe Bude,1,2,72,1,56,19,6,58,12,46,30,29,34,12,0,75,0,0,,75,1,72,4,76,0,12,64,76,0
Itapur,1,3,0,0,1,3,0,4,0,2,2,1,3,0,0,4,0,0,,4,0,2,2,4,0,0,4,4,0
Kochra Kunra,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Chhatrar,0,2,9,0,1,10,4,7,0,3,8,6,5,0,0,10,1,0,,11,0,8,3,11,0,0,11,11,0
Barada,0,6,4,0,1,9,5,4,1,2,8,7,2,1,0,10,0,0,,10,0,10,0,10,0,0,10,10,0
Pabnia,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,,1,0,0,1,1,0,0,1,1,0
Bara Chati,0,2,13,4,1,10,2,10,3,11,4,4,9,2,0,14,1,0,,15,0,9,6,15,0,2,13,15,0
Bagaria,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,,1,0,0,1,1,0,0,1,1,0
Haji Pur,0,1,2,0,0,3,1,2,0,1,2,1,2,0,0,3,0,0,,3,0,3,0,3,0,0,3,3,0
Gobra Gerya,0,2,24,2,16,8,0,25,1,17,9,18,7,1,0,23,3,0,,26,0,24,2,26,0,8,18,26,0
