village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Borbond Pt II,774,3,0,609,125,43,84,578,115,777,0,775,2,0,0,545,232,0,,777,0,666,111,777,0,0,777,711,66
Borbond Pt III,162,0,0,159,3,0,16,144,2,162,0,162,0,0,0,88,74,0,,162,0,127,35,162,0,0,162,146,16
Borbond Pt I,182,0,0,154,17,11,3,173,6,182,0,182,0,0,0,82,100,0,,182,0,170,12,182,0,0,182,174,8
Kuchila Grant,34,120,0,94,14,46,17,128,9,151,3,56,45,53,0,68,86,0,,154,0,139,15,154,0,0,154,154,0
Dudpur,127,423,0,488,25,37,64,462,24,548,2,265,234,51,0,265,285,0,,550,0,504,46,550,0,0,550,550,0
Chandrapur,110,399,1,461,15,34,67,419,24,507,3,249,225,36,0,222,288,0,,510,0,451,59,510,0,0,510,510,0
Abdullapur Pt I,1,1,0,2,0,0,0,2,0,2,0,1,1,0,0,1,1,0,,2,0,2,0,2,0,0,2,2,0
Sudorshonpur Pt III,282,0,0,132,114,36,23,186,73,282,0,282,0,0,0,215,67,0,,282,0,265,17,282,0,0,282,261,21
Bowarghat Pt I,72,84,2,76,63,19,93,58,7,154,4,86,28,44,0,130,28,0,,150,8,146,12,156,2,5,153,155,3
Jalalpur,61,99,3,129,28,6,72,77,14,152,11,85,29,49,0,139,24,0,,163,0,117,46,139,24,36,127,160,3
Behul,85,36,11,65,44,23,13,93,26,115,17,93,15,24,0,79,53,1,,132,0,100,32,110,22,30,102,130,2
Rajyeswarpur Pt III,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,,1,0,1,0,1,0,1,0,1,0
Bhabanipur,11,7,2,8,10,2,0,12,8,18,2,13,1,6,0,8,12,1,,20,0,13,7,19,1,2,18,20,0
Chandrapur Pt I,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
Chandrapur Pt II,1,4,0,2,2,1,0,3,2,4,1,2,1,2,0,0,5,0,,5,0,2,3,5,0,0,5,5,0
Kaiya Grant,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,,1,0,0,1,1,0,0,1,1,0
Saidpur,50,27,7,34,34,16,2,58,24,63,21,55,11,18,0,49,35,0,,84,0,62,22,71,13,21,63,83,1
Nizvesnupur Pt II,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,0,0,1,1,0
