village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Gopa,0,0,26,10,9,7,3,20,3,13,13,6,16,4,0,26,0,26,0,20,6,26,0,6,20,26,0
Botalama,0,0,82,58,11,13,15,54,13,60,22,39,38,5,0,82,0,82,0,73,9,82,0,11,71,82,0
Phulabadi,0,0,21,0,8,13,2,12,7,7,14,5,10,6,0,20,1,21,0,18,3,21,0,2,19,21,0
Mundali,0,0,14,13,1,0,1,13,0,13,1,7,6,1,0,14,0,14,0,14,0,14,0,0,14,14,0
Baigeni,0,0,16,13,1,2,1,13,2,13,3,5,10,1,0,16,0,16,0,15,1,16,0,1,15,16,0
Gobindpur,0,10,55,6,10,49,6,28,31,64,1,2,39,24,0,39,26,65,0,58,7,65,0,1,64,65,0
Pasania,1,21,63,13,12,60,15,61,9,72,13,10,31,44,0,8,77,84,1,77,8,76,9,2,83,82,3
Khajuripada,0,7,34,14,5,22,14,19,8,40,1,13,3,25,0,1,40,41,0,30,11,41,0,1,40,41,0
Anuary,0,1,9,2,5,3,2,7,1,5,5,3,6,1,0,6,4,10,0,8,2,10,0,4,6,10,0
Kurumchaini,0,0,9,6,1,2,2,7,0,5,4,3,6,0,0,9,0,9,0,7,2,9,0,0,9,9,0
Maijori,0,0,3,3,0,0,0,3,0,3,0,1,2,0,0,3,0,3,0,3,0,3,0,0,3,3,0
Sahangagopalpur,9,30,75,28,18,68,14,68,32,109,5,15,64,35,0,91,23,114,0,109,5,114,0,3,111,114,0
Jokiladala,0,4,20,10,7,7,3,18,3,14,10,9,8,7,0,10,14,24,0,22,2,24,0,4,20,24,0
Nuagaon,0,11,45,20,14,22,12,34,10,40,16,25,12,19,0,16,40,56,0,50,6,56,0,10,46,56,0
Dengamba,0,23,13,6,22,8,5,28,3,26,10,1,13,22,0,1,35,36,0,26,10,27,9,4,32,29,7
Pathapur,0,1,30,2,14,15,10,19,2,31,0,7,15,9,0,3,28,31,0,31,0,31,0,1,30,31,0
Kadhamalla,0,0,3,0,1,2,0,1,2,0,3,1,1,1,0,3,0,3,0,1,2,3,0,2,1,3,0
Karadapalli,2,791,284,102,400,575,19,997,61,531,546,42,404,631,0,33,1044,1060,17,633,444,755,322,80,997,812,265
Bilitentulia,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
Pathuripada,0,0,12,0,4,8,1,5,6,12,0,0,4,8,0,4,8,12,0,12,0,12,0,0,12,12,0
Baraput,0,5,48,10,26,17,9,30,14,49,4,7,16,30,0,35,18,53,0,50,3,52,1,1,52,50,3
Kadalibadi,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
Paikamala,0,0,29,3,14,12,3,21,5,0,29,0,26,3,0,29,0,29,0,16,13,29,0,14,15,29,0
Ostia,0,0,31,0,10,21,3,20,8,2,29,5,23,3,0,31,0,31,0,19,12,31,0,9,22,31,0
Nuagaon,0,187,85,33,118,121,9,239,24,141,131,13,95,164,0,5,267,266,6,169,103,179,93,26,246,199,73
Kumusara,0,1239,249,142,583,763,39,1376,73,792,696,87,564,837,1,25,1462,1463,25,921,567,1034,454,124,1364,1055,433
Kiapalla,0,769,155,60,405,459,34,840,50,481,443,46,349,529,0,22,902,910,14,557,367,619,305,75,849,681,243
Naranpur,0,200,32,20,80,132,4,217,11,133,99,17,98,117,0,4,228,231,1,145,87,174,58,13,219,155,77
Brahmapura,0,12,0,0,9,3,0,11,1,7,5,1,8,3,0,0,12,12,0,7,5,8,4,1,11,11,1
Rajiba,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
Kalipoi,4,805,260,96,465,508,21,976,72,533,536,33,442,594,0,36,1033,1054,15,611,458,743,326,81,988,810,259
Kantapanhara,0,22,1,15,6,2,3,19,1,23,0,0,16,7,0,20,3,23,0,23,0,23,0,0,23,23,0
Ambajit,0,0,4,0,0,4,0,1,3,4,0,0,2,2,0,0,4,4,0,4,0,4,0,0,4,4,0
Jagannathapur,0,0,8,0,0,8,1,6,1,8,0,0,4,4,0,0,8,8,0,8,0,8,0,0,8,8,0
