village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Bajida,0,18,11,28,1,0,6,23,0,3,26,0,11,18,0,0,29,0,,29,0,28,1,29,0,7,22,29,0
Satgir,0,8,2,10,0,0,5,5,0,1,9,0,5,5,0,0,10,0,,10,0,10,0,10,0,5,5,10,0
Choutha,0,7,3,4,6,0,7,3,0,2,8,0,3,7,0,0,10,0,,10,0,9,1,10,0,4,6,10,0
Phulwariya Kalan,0,8,2,0,8,2,4,6,0,2,8,0,5,5,0,0,10,1,,10,0,10,0,10,0,4,6,10,0
Angaia,0,10,2,10,2,0,5,7,0,1,11,0,3,9,0,0,12,0,,12,0,12,0,12,0,4,8,12,0
Baurhi Khurd,0,6,4,0,8,2,2,8,0,1,9,0,3,7,0,0,10,0,,10,0,7,3,10,0,1,9,10,0
Bahadurpur,0,15,8,22,1,0,7,16,0,2,21,0,6,17,0,0,23,0,,22,1,23,0,23,0,6,17,23,0
Baliya,0,20,10,26,3,1,14,16,0,8,22,1,13,16,1,0,29,0,,29,1,30,0,30,0,18,12,30,0
Majhila,0,19,16,31,2,2,16,19,0,3,32,0,13,22,1,0,34,0,,35,0,28,7,35,0,13,22,35,0
Bhanrra,0,7,2,8,0,1,4,4,1,1,8,0,3,6,0,0,9,0,,9,0,9,0,9,0,1,8,9,0
Amawan,0,61,29,74,15,1,27,62,1,15,75,0,35,55,0,0,90,0,,90,0,79,11,90,0,36,54,90,0
Karigawan,1,9,5,15,0,0,10,5,0,2,13,2,6,7,0,0,15,0,,15,0,15,0,15,0,4,11,15,0
Sohda,0,8,4,8,4,0,7,4,1,0,12,0,4,8,0,0,12,0,,11,1,12,0,12,0,3,9,12,0
Mahiara,0,12,7,19,0,0,1,18,0,1,18,0,10,9,0,0,18,0,,17,2,10,9,18,1,7,12,19,0
Mohanpur,0,20,8,24,4,0,11,17,0,5,23,0,12,16,0,0,28,0,,24,4,11,17,28,0,11,17,28,0
Bhaiji Bhita,0,19,10,27,2,0,12,17,0,3,26,1,10,18,0,0,29,0,,29,0,28,1,29,0,8,21,29,0
Gariba,0,32,13,26,15,4,20,23,2,13,32,0,20,25,0,0,45,0,,43,2,32,13,42,3,14,31,45,0
Khijua,0,7,4,11,0,0,1,10,0,0,11,0,5,6,0,0,11,0,,11,0,11,0,9,2,6,5,11,0
Tilaiya,0,4,3,7,0,0,0,5,2,1,6,0,0,7,0,0,7,0,,7,0,7,0,7,0,3,4,7,0
Bhatauliya,0,16,19,22,9,4,10,24,1,8,27,0,10,25,0,0,35,2,,35,0,30,5,35,0,11,24,35,0
Bandan Chhapra,1,88,37,105,20,1,59,63,4,22,104,2,46,77,0,0,125,1,,123,3,108,18,126,0,56,70,126,0
Bhaunr,0,6,4,3,6,1,2,8,0,3,7,0,4,6,0,0,10,0,,10,0,5,5,10,0,3,7,10,0
Bakhori,0,16,8,23,1,0,10,13,1,3,21,0,12,12,0,0,24,0,,23,1,21,3,24,0,11,13,24,0
Sirodabar,0,5,5,5,4,1,4,6,0,3,7,0,3,7,0,0,10,0,,10,0,9,1,10,0,3,7,10,0
Baurhi Kalan,0,6,2,1,7,0,3,5,0,3,5,0,3,5,0,0,8,0,,8,0,7,1,8,0,3,5,8,0
Kairikhap,0,20,12,30,2,0,5,25,2,1,31,0,10,22,0,0,32,0,,31,1,28,4,32,0,8,24,32,0
Kumharua,0,55,26,70,10,1,31,47,3,9,72,4,26,51,1,0,80,0,,81,0,63,18,81,0,37,44,81,0
Phulwariya Khurd,0,7,3,6,4,0,8,2,0,3,7,1,4,5,0,0,10,1,,10,0,6,4,10,0,4,6,10,0
Kendua,0,6,3,7,2,0,4,5,0,1,8,0,4,5,0,0,9,0,,9,0,9,0,9,0,4,5,9,0
Saraiya,0,7,3,9,1,0,7,3,0,0,10,0,3,7,0,0,10,0,,10,0,5,5,10,0,2,8,10,0
Babhni,0,11,3,7,6,1,0,14,0,5,9,0,7,7,0,0,14,1,,14,0,14,0,11,3,7,7,14,0
Lat,0,12,3,11,4,0,4,11,0,0,15,0,5,10,0,0,15,0,,15,0,14,1,15,0,5,10,15,0
Karma Kalan,0,5,4,8,1,0,5,4,0,1,8,0,3,6,0,0,9,0,,9,0,9,0,9,0,2,7,9,0
Jogya Maran,0,8,5,13,0,0,4,9,0,2,11,0,7,6,0,0,13,0,,13,0,13,0,13,0,5,8,13,0
Pahwa Chak,0,1,2,2,1,0,0,3,0,0,3,0,1,2,0,0,3,0,,3,0,1,2,3,0,2,1,3,0
Nagarwatari,0,7,3,7,2,1,4,5,1,2,8,0,5,5,0,0,10,0,,10,0,10,0,10,0,4,6,10,0
Majhila Seum,0,6,5,11,0,0,5,6,0,1,10,0,3,8,0,0,11,0,,11,0,11,0,11,0,2,9,11,0
Jogni,0,6,0,5,1,0,1,5,0,1,5,0,3,3,0,0,6,0,,6,0,6,0,6,0,3,3,6,0
Parka Buzurg,1,7,3,10,1,0,6,5,0,1,10,1,6,4,0,0,11,0,,11,0,11,0,11,0,3,8,11,0
Mangodih Gangtia,0,2,1,3,0,0,0,3,0,1,2,0,1,2,0,0,3,0,,3,0,3,0,3,0,1,2,3,0
Mandih,0,3,3,3,3,0,1,5,0,2,4,0,0,6,0,0,6,0,,6,0,5,1,6,0,1,5,6,0
Hatho Chak,0,3,3,5,1,0,2,4,0,1,5,0,3,3,0,0,6,0,,6,0,6,0,6,0,2,4,6,0
Dhamu Chak,0,0,3,3,0,0,3,0,0,2,1,0,0,3,0,0,3,0,,3,0,3,0,3,0,0,3,3,0
Biraj,0,12,3,13,2,0,6,9,0,2,13,2,7,6,0,0,15,0,,15,0,13,2,15,0,4,11,15,0
Bajwatari,0,5,0,3,2,0,1,4,0,2,3,0,3,2,0,0,5,0,,5,0,3,2,5,0,1,4,5,0
Aswatari,0,9,2,10,1,0,7,3,1,0,11,0,4,7,0,0,11,0,,11,0,11,0,11,0,3,8,11,0
Gagan Khurd,0,4,3,6,1,0,1,6,0,1,6,0,2,5,0,0,7,0,,7,0,4,3,7,0,1,6,7,0
Chamar Bigha,0,4,1,5,0,0,0,5,0,0,5,0,3,2,0,0,5,0,,5,0,2,3,5,0,3,2,5,0
Sario,0,4,2,4,2,0,4,2,0,1,5,0,2,4,0,0,6,0,,5,1,6,0,6,0,2,4,6,0
Sabalpur Chorni,0,4,2,6,0,0,4,2,0,1,5,1,4,1,0,0,6,0,,6,0,6,0,6,0,4,2,6,0
Jogni Kanak Jot,0,3,2,5,0,0,4,1,0,0,5,0,2,3,0,0,5,0,,5,0,5,0,5,0,0,5,5,0
Dumri,0,5,1,6,0,0,2,4,0,1,5,0,4,2,0,0,6,0,,6,0,6,0,6,0,4,2,6,0
Dhamni,0,4,1,5,0,0,4,1,0,1,4,0,2,3,0,0,5,0,,5,0,5,0,5,0,4,1,5,0
Burhiya Sankh,0,4,1,5,0,0,2,3,0,1,4,0,3,2,0,0,5,0,,5,0,5,0,5,0,0,5,5,0
Pindpurwa,0,5,1,6,0,0,5,1,0,0,6,0,3,3,0,0,5,0,,6,0,6,0,6,0,3,3,6,0
Mudakar,0,5,6,11,0,0,6,5,0,1,10,0,2,9,0,0,11,0,,11,0,11,0,11,0,5,6,11,0
Delwa,0,9,1,10,0,0,6,3,1,0,10,0,7,3,0,0,10,0,,10,0,9,1,10,0,5,5,10,0
Belam,0,4,1,5,0,0,2,3,0,1,4,0,2,3,0,0,5,0,,5,0,5,0,5,0,3,2,5,0
Baratanr,0,6,0,4,2,0,4,2,0,1,5,0,4,2,0,0,6,0,,6,0,6,0,6,0,4,2,6,0
Singar Khas,0,2,1,3,0,0,0,3,0,1,2,0,1,2,0,0,3,0,,3,0,3,0,3,0,1,2,3,0
Purna Singar,0,4,0,3,1,0,3,1,0,0,4,1,2,1,0,0,4,0,,4,0,4,0,4,0,0,4,4,0
Parariya,0,12,1,12,1,0,0,13,0,3,10,0,8,5,0,0,13,0,,13,0,13,0,13,0,3,10,13,0
Marmon,0,7,3,7,3,0,3,7,0,2,8,0,4,6,0,0,10,0,,10,0,10,0,10,0,3,7,10,0
Kola,0,1,2,3,0,0,2,1,0,2,1,0,2,1,0,0,3,0,,3,0,3,0,3,0,1,2,3,0
Kharahwatanr,0,3,0,3,0,0,2,1,0,1,2,0,3,0,0,0,3,0,,3,0,3,0,3,0,2,1,3,0
Jorasimar,0,1,2,3,0,0,2,1,0,0,3,0,1,2,0,0,3,0,,3,0,3,0,3,0,0,3,3,0
Garh Dibaur,0,8,1,8,1,0,5,4,0,2,7,1,4,4,0,0,9,0,,9,0,9,0,9,0,5,4,9,0
Chiraila,0,2,3,5,0,0,2,3,0,0,5,0,1,4,0,0,5,0,,5,0,5,0,5,0,3,2,5,0
Bhitiya,0,1,2,3,0,0,3,0,0,1,2,0,0,3,0,0,3,0,,3,0,3,0,3,0,2,1,3,0
Bhane Khap,0,2,1,3,0,0,0,2,1,1,2,0,1,2,0,0,3,0,,3,0,3,0,3,0,3,0,3,0
Barachuan,0,1,2,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,,3,0,3,0,3,0,3,0,3,0
Andharbari,0,35,16,50,1,0,18,30,3,8,43,1,20,30,0,0,51,0,,51,0,51,0,51,0,23,28,51,0
Dudhi mati,0,8,1,8,1,0,3,6,0,1,8,2,4,3,0,0,9,0,,9,0,9,0,9,0,5,4,9,0
Sawaia Tanr,0,20,3,23,0,0,9,12,2,5,18,0,12,11,0,0,23,0,,23,0,23,0,23,0,12,11,23,0
Pelmo,0,8,3,11,0,0,4,7,0,0,11,0,3,8,0,0,11,0,,11,0,11,0,11,0,6,5,11,0
Karanpur,0,18,5,21,2,0,2,20,1,3,20,1,10,12,0,0,23,0,,23,0,23,0,23,0,6,17,23,0
Bara,0,15,7,22,0,0,8,14,0,3,19,1,9,12,0,0,22,0,,22,0,22,0,22,0,12,10,22,0
Usman,0,12,3,15,0,0,8,7,0,1,14,0,8,7,0,0,15,0,,15,0,15,0,15,0,3,12,15,0
Suarleti,0,2,1,3,0,0,0,3,0,1,2,0,2,1,0,0,3,0,,3,0,2,1,3,0,2,1,3,0
Sili Dubaur,0,7,2,9,0,0,1,8,0,1,8,0,5,4,0,0,9,0,,9,0,8,1,9,0,5,4,9,0
Ratanpur,0,8,1,8,1,0,4,5,0,1,8,0,5,4,0,0,9,0,,9,0,9,0,9,0,3,6,9,0
Murhena,0,17,13,28,2,0,19,11,0,3,27,0,11,18,0,0,30,0,,30,0,29,1,30,0,10,20,30,0
Mahua Tanr,0,5,4,8,1,0,4,5,0,1,8,0,2,7,0,0,9,0,,9,0,9,0,9,0,3,6,9,0
Kumhiyatari,0,3,0,3,0,0,2,1,0,0,3,0,3,0,0,0,3,0,,3,0,3,0,3,0,3,0,3,0
Kamra Usman,0,6,4,10,0,0,5,5,0,1,9,0,3,7,0,0,10,0,,10,0,10,0,10,0,1,9,10,0
Horila,0,25,8,31,2,0,15,18,0,2,31,0,17,16,0,0,33,0,,33,0,32,1,33,0,14,19,33,0
Hiro Dih,0,9,7,16,0,0,5,11,0,2,14,0,6,10,0,0,16,0,,15,1,16,0,16,0,9,7,16,0
Gopalpur,0,6,2,8,0,0,1,7,0,0,8,0,5,3,0,0,8,0,,8,0,8,0,8,0,6,2,8,0
Chitarkoli,0,6,3,9,0,0,4,5,0,1,8,0,3,6,0,0,9,0,,9,0,9,0,9,0,3,6,9,0
Chamotha,0,11,9,19,1,0,5,14,1,1,19,1,6,13,0,0,20,0,,20,0,20,0,20,0,11,9,20,0
Bhupatpur,0,6,4,9,1,0,3,7,0,1,9,1,1,8,0,0,10,0,,10,0,10,0,10,0,6,4,10,0
Bhalui,0,6,3,9,0,0,0,9,0,2,7,1,3,5,0,0,9,0,,9,0,9,0,9,0,4,5,9,0
Barahar,0,21,9,28,2,0,16,14,0,4,26,0,10,20,0,0,30,0,,30,0,28,2,30,0,13,17,29,1
Pandna,0,7,2,8,1,0,6,3,0,1,8,1,4,4,0,0,9,0,,9,0,9,0,9,0,6,3,9,0
Bagdewa,0,8,1,9,0,0,1,8,0,1,8,0,4,5,0,0,9,0,,9,0,9,0,9,0,6,3,9,0
Dopta,0,15,5,17,3,0,18,2,0,1,19,1,10,9,0,0,20,0,,20,0,20,0,20,0,8,12,20,0
Adhbarwa,0,8,4,12,0,0,3,9,0,2,10,1,4,7,0,0,12,0,,11,1,12,0,12,0,4,8,12,0
Salempur,0,17,6,21,1,1,12,11,0,3,20,0,11,12,0,0,23,0,,23,0,23,0,23,0,7,16,23,0
Madhorampur,0,12,6,17,0,1,4,13,1,3,15,0,6,12,0,0,18,0,,18,0,18,0,18,0,10,8,18,0
Raniwans,0,3,0,3,0,0,1,2,0,0,3,0,1,2,0,0,3,0,,3,0,3,0,3,0,0,3,3,0
Ramdasi,0,2,1,2,1,0,2,1,0,1,2,0,2,1,0,0,3,0,,3,0,3,0,3,0,2,1,3,0
Purnajob,0,2,0,2,0,0,2,0,0,0,2,0,1,1,0,0,2,0,,2,0,2,0,2,0,1,1,2,0
Pipra,0,3,0,3,0,0,2,1,0,0,3,0,1,2,0,0,3,0,,3,0,3,0,3,0,1,2,3,0
Pichhli,0,3,3,6,0,0,1,4,1,1,5,0,3,3,0,0,6,0,,6,0,6,0,6,0,5,1,6,0
Pasraila,0,8,8,15,1,0,4,12,0,1,15,0,5,11,0,0,16,0,,16,0,16,0,16,0,4,12,16,0
Partauniyan,0,2,1,3,0,0,2,1,0,0,3,1,0,2,0,0,3,0,,3,0,3,0,3,0,0,3,3,0
Palanki,0,4,2,5,1,0,0,5,1,0,6,0,1,5,0,0,6,0,,6,0,6,0,6,0,3,3,6,0
Langura,0,18,2,20,0,0,11,9,0,5,15,0,15,5,0,0,20,0,,20,0,16,4,20,0,12,8,20,0
Kutlupur,0,10,5,14,1,0,6,9,0,2,13,0,6,9,0,0,15,0,,15,0,15,0,15,0,7,8,15,0
Kusdariya,0,2,1,3,0,0,3,0,0,0,3,0,1,2,0,0,3,0,,3,0,3,0,3,0,1,2,3,0
Kumbhiyatari,0,4,0,4,0,0,2,2,0,0,4,0,2,2,0,0,4,1,,4,0,4,0,4,0,3,1,4,0
Kodwaria,0,3,0,3,0,0,3,0,0,1,2,0,2,1,0,0,3,0,,3,0,3,0,3,0,3,0,3,0
Khusihali Bhita,0,2,0,2,0,0,1,1,0,1,1,0,2,0,0,0,2,0,,2,0,2,0,2,0,0,2,2,0
Khirkiya Kalan,0,2,1,3,0,0,1,2,0,1,2,0,2,1,0,0,3,0,,3,0,2,1,3,0,3,0,3,0
Khajuri,0,4,0,4,0,0,3,1,0,0,4,0,2,2,0,0,4,0,,4,0,4,0,4,0,1,3,4,0
Hirakhan,0,1,2,2,1,0,3,0,0,2,1,0,1,2,0,0,3,0,,3,0,3,0,3,0,1,2,3,0
Hardiya,0,4,2,6,0,0,0,5,1,1,5,0,4,2,0,0,6,0,,6,0,6,0,6,0,1,5,6,0
Gagan Buzurg,0,3,1,4,0,0,3,1,0,1,3,1,1,2,0,0,4,0,,4,0,4,0,4,0,2,2,4,0
Dumarkol,0,3,3,6,0,0,1,3,2,1,5,0,1,5,0,0,6,0,,6,0,6,0,6,0,2,4,6,0
Dhuritanr,0,3,0,3,0,0,0,3,0,1,2,0,0,3,0,0,3,0,,3,0,3,0,3,0,1,2,3,0
Dhamaul,0,17,5,21,1,0,7,15,0,2,20,0,7,15,0,0,22,0,,22,0,19,3,22,0,6,16,22,0
Dhab,0,6,0,6,0,0,1,4,1,1,5,0,5,1,0,0,6,0,,6,0,6,0,6,0,1,5,6,0
Damodarpur,0,16,0,14,1,1,8,8,0,1,15,1,8,7,0,0,16,0,,16,0,16,0,16,0,10,6,16,0
