village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Madarnagar,0,0,100,4,96,0,16,83,1,100,0,0,6,94,0,0,100,100,0,99,1,100,0,100,0,98,2
Jirik Pur,0,0,100,0,100,0,14,86,0,100,0,0,11,89,0,0,100,100,0,97,3,100,0,100,0,99,1
Katri Gadanpur Ahar,0,0,100,1,99,0,12,87,1,100,0,1,10,89,0,0,100,100,0,97,3,100,0,100,0,95,5
Bhikhari Pur Kasba,0,0,100,0,100,0,13,87,0,100,0,0,5,95,0,0,100,99,1,100,0,100,0,100,0,100,0
Sindhpur Beria Garha,0,0,100,2,98,0,11,88,1,100,0,0,4,96,0,0,100,99,1,99,1,100,0,100,0,97,3
Fareedpur Kattar,0,0,100,0,100,0,13,87,0,100,0,0,8,92,0,0,99,100,0,100,0,100,0,100,0,100,0
