village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Darephal,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
Korta,0,39,34,1,48,24,58,15,0,39,34,0,24,49,0,0,73,66,7,41,32,73,0,34,39,73,0
Kagban,0,68,13,0,76,5,49,32,0,49,32,2,48,31,0,0,81,60,21,63,18,81,0,52,29,81,0
Digras Kh.,0,49,34,1,59,23,77,6,0,32,51,0,24,59,0,0,83,72,11,45,38,83,0,61,22,83,0
Basmat,0,72,2,0,29,45,33,41,0,25,49,0,37,37,0,0,74,49,25,64,10,74,0,47,27,74,0
Girgaon,0,52,26,1,46,31,62,16,0,40,38,0,23,55,1,0,77,73,5,45,33,78,0,36,42,78,0
Satephal tarf Aral,0,46,30,0,48,28,71,5,0,44,32,0,18,58,0,0,76,68,8,50,26,76,0,31,45,76,0
Hatta,0,1,3,0,3,1,3,1,0,0,4,0,0,4,0,0,4,3,1,3,1,4,0,4,0,4,0
Puyani kh,0,42,31,0,58,15,30,43,0,56,17,0,19,54,0,0,73,63,10,43,30,72,1,45,28,73,0
Sonna tarf hatta,0,44,28,0,50,22,68,4,0,26,46,0,12,60,0,0,72,65,7,42,30,71,1,30,42,72,0
Nahad,0,56,33,1,76,12,85,4,0,52,37,0,27,62,0,0,89,76,13,53,36,89,0,48,41,89,0
Telgaon,9,25,13,0,30,17,34,13,0,27,20,11,11,25,0,0,47,44,3,26,21,46,1,20,27,47,0
