village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Abholi(138),0,0,2,2,491,67,358,196,6,549,11,0,171,389,135,0,425,0,,0,560,4,556,7,553,0,2,2,558
Jodh Puria(210),0,0,3,6,478,112,261,326,9,576,20,0,166,430,47,0,549,0,,0,596,8,588,9,587,0,3,4,592
Nathohar(236),1,1198,650,1906,1136,657,1695,1984,20,3688,11,84,2581,1033,211,2,3475,0,,1545,2157,2872,828,3577,123,1281,569,3376,327
Dhudian Wali(232),0,0,1,2,689,133,378,434,12,804,20,0,254,569,37,0,787,0,,2,822,8,815,10,813,0,1,1,823
Keharwala(260),0,0,29,2,1609,1174,683,2092,10,2762,23,0,813,1972,34,0,2751,0,,10,2775,124,2661,357,2427,2,27,319,2466
Gindran(242),0,10,1,10,347,84,171,270,0,441,0,0,140,301,2,0,439,0,,4,437,49,392,109,332,11,0,45,396
Mamer Khera(239),0,0,666,5,1145,950,595,1476,29,2073,27,4,603,1493,113,0,1987,2,,4,2095,60,2038,279,1819,126,539,140,1959
