village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Sunkad,2,46,11,0,57,2,5,54,0,58,1,28,24,7,0,0,59,18,,47,12,59,0,59,0,59,0,59,0
Koda Kalan,7,123,39,0,148,21,48,121,0,165,4,101,43,25,0,0,169,62,,22,147,169,0,169,0,169,0,169,0
Bhineni,0,23,15,0,34,4,4,34,0,37,1,15,17,6,0,0,38,3,,26,12,37,1,38,0,38,0,38,0
Banwar,6,78,125,0,200,9,15,193,1,191,18,96,85,28,0,23,186,47,,135,74,161,48,209,0,209,0,209,0
Chopra Choubisa,3,24,6,0,23,10,7,26,0,32,1,22,6,5,0,0,33,18,,4,29,33,0,33,0,33,0,33,0
Kuluwa,0,10,4,0,13,1,0,14,0,13,1,5,7,2,0,0,14,4,,6,8,14,0,14,0,14,0,14,0
Sunwarah,14,96,29,0,125,14,39,99,1,135,4,84,38,17,0,0,139,62,,61,78,139,0,139,0,139,0,129,10
Prasai Malgujari,8,42,12,0,61,1,2,59,1,62,0,36,22,4,0,0,62,16,,40,22,62,0,62,0,59,3,62,0
Dumar,0,12,8,0,20,0,1,19,0,17,3,12,8,0,0,6,14,0,,6,14,17,3,20,0,20,0,20,0
Sagodi Khurd,11,96,49,0,151,5,19,135,2,154,2,92,49,15,0,0,156,42,,48,108,154,2,156,0,154,2,156,0
Patna Mangarh,0,8,12,0,20,0,0,20,0,19,1,7,10,3,0,0,20,3,,15,5,10,10,20,0,20,0,20,0
Ghatera,0,7,3,0,10,0,0,10,0,9,1,9,0,1,0,0,10,0,,7,3,9,1,10,0,10,0,10,0
Pati Maharaj Singh,0,28,42,0,70,0,0,69,1,70,0,44,21,5,0,12,58,17,,36,34,56,14,70,0,70,0,70,0
Pondi Mangarh,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,,1,0,1,0,1,0,1,0,1,0
Harduwa Summersing,0,37,63,0,100,0,0,94,6,94,6,76,22,2,0,17,83,40,,55,45,100,0,100,0,100,0,100,0
Mala,0,4,6,0,10,0,0,10,0,10,0,4,6,0,0,0,10,0,,4,6,10,0,10,0,10,0,10,0
