village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Chhakna Ki Mal,0,82,160,124,118,0,4,236,2,236,6,169,65,8,0,9,233,239,3,173,69,207,35,184,58,240,2
Bayadiya,0,75,61,13,123,0,2,133,1,135,1,15,117,4,0,5,131,127,9,114,21,124,12,111,24,136,0
Umarkhad,0,54,29,36,47,0,2,79,2,82,1,15,54,14,0,16,67,82,1,22,61,57,22,27,56,78,5
Baijada,0,27,13,15,24,1,0,38,2,38,2,5,27,8,1,8,31,37,3,4,36,25,13,5,35,40,0
Genda,0,113,29,97,45,0,5,135,2,138,4,48,70,24,0,23,119,129,13,49,92,106,33,41,101,136,6
Hatvi Badi,0,11,47,13,45,0,0,57,1,52,6,15,38,5,0,2,56,48,10,13,45,29,29,14,44,57,1
Guneri,0,34,47,42,39,0,1,79,1,78,3,27,50,4,2,17,62,79,2,37,42,59,21,29,52,81,0
Delwani,0,36,40,46,30,0,8,64,4,72,4,24,37,15,0,14,62,63,13,17,59,52,24,36,40,74,2
Raodi,0,34,39,27,46,0,0,73,0,72,1,23,44,6,0,11,62,65,8,24,49,57,16,26,47,73,0
Chilkada,0,31,15,21,25,0,1,44,1,46,0,12,25,9,0,8,35,45,1,14,32,34,11,10,36,46,0
Mathwad,1,63,142,102,104,0,44,161,1,206,0,33,96,77,30,61,115,83,123,67,139,183,22,74,132,160,46
Sakdi,0,44,31,31,44,0,6,67,2,72,3,15,43,17,7,18,50,50,25,28,47,62,13,26,49,64,11
Wakner,0,38,52,55,35,0,0,88,2,85,5,24,59,7,0,3,87,88,2,28,62,85,5,46,44,88,2
Khamat,0,13,80,43,50,0,18,74,1,93,0,26,57,10,9,39,45,41,52,49,44,79,14,42,51,92,1
Semlani,0,16,40,38,18,0,13,43,0,56,0,19,32,5,10,19,26,26,30,25,31,39,16,30,26,55,1
Unala,0,33,130,51,112,0,2,156,5,162,1,28,114,21,0,19,143,159,4,66,97,127,30,32,131,156,7
Badi Utawali,0,33,113,49,93,4,2,143,1,59,87,13,87,46,1,4,141,65,81,61,85,75,64,76,70,138,8
Chhoti Utawali,0,62,37,49,50,0,2,97,0,99,0,42,44,13,0,8,91,99,0,45,54,73,26,29,70,97,2
Siswaliya,0,27,43,37,33,0,0,68,2,66,4,40,24,5,0,1,68,69,1,14,56,61,9,27,43,69,1
Badda,0,6,5,0,11,0,0,11,0,11,0,4,7,0,0,0,11,11,0,9,2,10,1,11,0,11,0
Weswani,0,27,36,34,29,0,13,47,3,62,1,20,38,5,4,9,50,54,9,22,41,52,11,19,44,63,0
Ratad,0,37,47,53,30,1,1,81,2,80,4,43,35,6,0,1,83,77,7,25,59,80,4,50,34,84,0
Baddali,0,20,50,10,60,0,1,69,0,68,2,9,56,4,0,5,64,65,5,43,27,61,5,56,14,70,0
Kunwat,0,82,14,26,70,0,2,94,0,95,1,39,57,0,1,1,94,96,0,68,28,94,2,77,19,95,1
Chikhola,0,2,2,2,2,0,0,4,0,4,0,1,3,0,0,0,4,4,0,1,3,3,1,1,3,4,0
Soliya,0,30,6,1,36,0,1,36,0,36,1,7,29,0,1,0,31,37,0,36,1,34,0,37,0,36,1
Ambi,0,5,5,3,7,0,2,8,0,10,0,5,5,0,0,0,10,10,0,8,2,9,1,3,7,10,0
Bhordiya,0,22,65,61,26,0,0,87,0,87,0,57,27,3,0,5,82,87,0,79,8,85,2,27,60,87,0
Achpai,0,43,38,67,14,0,0,81,0,81,0,61,19,0,0,4,75,81,0,62,19,75,6,21,60,81,0
Ojhad,0,53,16,43,26,0,5,64,0,66,3,50,19,0,0,1,68,69,0,29,40,65,4,37,32,69,0
Bodgaon,0,100,43,16,127,0,0,143,0,135,8,56,84,3,0,3,140,127,16,112,31,131,12,121,22,142,1
Sondwa,0,21,12,2,31,0,0,33,0,33,0,5,27,1,0,0,32,29,4,30,3,33,0,32,0,33,0
Badi Gendra,0,11,7,5,13,0,0,18,0,17,1,11,6,1,0,3,15,16,2,7,11,12,6,10,8,18,0
Gulwat,0,60,37,21,76,0,0,94,3,94,3,41,54,0,0,3,92,97,0,89,7,89,8,87,10,97,0
Temla,0,63,26,16,73,0,1,90,0,87,4,52,37,0,0,8,80,90,2,75,17,90,2,66,25,92,0
Kukadiya,0,59,19,41,37,0,1,77,0,78,0,40,37,1,0,6,72,78,0,55,23,74,3,52,26,78,0
