village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Shahpur,0,0,39,30,9,0,2,35,2,39,0,0,0,39,0,0,39,16,23,0,39,39,0,0,0,39,0
Samantgarh,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,2,0,2,0,2,2,0,0,0,2,0
Jaisora,0,0,24,23,1,0,11,13,0,24,0,0,0,24,0,0,24,2,22,0,24,22,2,0,0,24,0
Pidawali,0,0,16,14,2,0,2,13,1,16,0,0,0,16,0,0,16,5,11,0,16,16,0,0,0,16,0
Beerampura,0,0,2,2,0,0,0,2,0,2,0,0,0,2,0,0,2,0,2,0,2,2,0,0,0,2,0
Kapoora Malooka,0,0,13,12,1,0,6,7,0,13,0,0,0,13,0,0,13,0,13,0,13,13,0,0,0,13,0
Budhawar,0,0,6,5,1,0,0,6,0,6,0,0,0,6,0,0,6,1,5,0,6,6,0,0,0,6,0
NAGLA SINGHARA,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,0,3,0,3,0,3,3,0,0,0,3,0
Kakalpura,0,0,19,15,4,0,2,17,0,19,0,0,0,19,0,0,19,0,19,0,19,19,0,0,0,19,0
Sultanpur,0,0,8,5,3,0,0,8,0,8,0,0,0,8,0,0,8,3,5,0,8,8,0,0,0,8,0
Khoot Khera,0,0,11,8,3,0,10,1,0,11,0,0,0,11,0,0,11,4,7,0,11,11,0,0,0,11,0
NAGLA GAYANI PATIKA,0,0,17,14,3,0,12,5,0,17,0,0,0,17,0,0,17,5,12,0,17,17,0,0,0,17,0
