village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Baramasia,0,22,1,0,23,0,5,17,1,16,7,6,17,0,0,11,11,23,0,22,1,23,0,18,5,23,0
Salpatra,0,24,3,0,24,3,5,22,0,21,6,9,18,0,0,6,21,27,0,27,0,27,0,23,4,27,0
Bhelai,0,32,3,0,32,3,1,31,3,22,13,8,26,1,0,18,17,35,0,35,0,35,0,28,7,35,0
Parbad,0,90,11,1,88,12,7,91,3,64,37,35,59,7,0,33,68,101,0,96,5,100,0,90,11,101,0
Barapaharpur,0,67,11,4,67,7,4,72,2,45,33,17,58,3,0,28,49,78,0,77,1,78,0,67,11,78,0
Chandpur,0,119,20,7,121,11,15,122,2,92,47,40,91,7,0,47,92,139,0,133,6,139,0,114,25,139,0
Bahara,1,19,6,0,23,3,2,22,2,14,12,7,15,4,0,9,17,26,0,26,0,26,0,23,3,26,0
Gagajor,0,16,2,0,16,2,1,17,0,14,4,7,10,1,0,8,10,18,0,17,1,17,0,17,1,18,0
Bandkoikhurd,0,95,17,1,99,12,8,98,6,65,47,28,78,6,0,38,74,112,0,105,7,112,0,100,12,112,0
Kalkipara,0,3,0,0,3,0,0,3,0,2,1,1,2,0,0,1,2,3,0,3,0,3,0,3,0,3,0
Pararkola,0,2,0,0,2,0,0,2,0,2,0,1,1,0,0,2,0,2,0,2,0,2,0,2,0,2,0
Malipara(Santalia),0,2,0,0,2,0,0,2,0,2,0,0,2,0,0,2,0,2,0,2,0,2,0,1,1,2,0
Amrapara,0,2,0,0,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,2,0,2,0,2,0,2,0
