village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Tighriya,0,0,0,29,1,0,26,4,0,29,1,0,24,6,0,0,30,0,,24,6,16,14,28,2,0,0,30,0
Sikroda Meena,0,0,0,30,0,0,27,3,0,26,4,2,27,1,0,0,30,0,,28,2,10,20,30,0,0,0,30,0
Mahoo Khas,0,0,0,30,0,0,29,1,0,27,3,0,18,12,0,0,30,0,,18,12,13,17,24,6,0,0,29,1
Mahoo Ibrahimpur,0,0,0,28,1,0,26,3,0,27,2,0,26,3,0,0,29,0,,19,10,12,17,28,1,0,0,27,2
Ghonsla,0,0,0,30,1,0,27,4,0,31,0,0,30,1,0,0,31,0,,14,17,10,21,25,6,0,0,28,3
Mothiyapur,0,0,0,9,1,0,9,1,0,8,2,0,9,1,0,0,10,0,,10,0,1,9,10,0,0,0,10,0
Kailash Nagar,0,0,0,61,0,0,50,11,0,59,2,0,46,15,0,0,61,0,,31,30,32,29,50,11,0,0,58,3
Dughati,0,0,0,30,0,0,26,4,0,26,4,0,25,5,0,0,30,0,,9,21,7,23,27,3,0,0,27,3
Bhango,0,0,0,43,1,0,37,7,0,43,1,0,32,12,0,0,44,0,,27,17,7,37,44,0,0,0,44,0
Jewarwadaatak,0,0,0,14,2,0,15,1,0,14,2,0,16,0,0,0,16,0,,12,4,2,14,16,0,0,0,14,2
Mahoo Dalalpur,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,,0,1,0,1,1,0,0,0,1,0
Mandawara,0,0,0,30,0,0,28,2,0,29,1,0,26,4,0,0,30,0,,16,14,13,17,27,3,0,0,29,1
Vanki,0,0,0,30,1,0,25,6,0,30,1,0,15,16,0,0,31,0,,28,3,17,14,31,0,0,0,30,1
Bajna Kalan,0,0,0,31,0,0,24,7,0,25,6,0,19,12,0,0,31,0,,31,0,8,23,27,4,0,0,31,0
Lahchora,0,0,0,36,0,0,33,3,0,31,5,0,17,19,0,0,36,0,,28,8,20,16,33,3,0,0,36,0
Dhandhawali,0,0,0,31,0,0,28,3,0,24,7,0,28,3,0,0,31,0,,21,10,16,15,31,0,0,0,31,0
Dhindhora,0,0,0,26,0,0,23,3,0,20,6,0,21,5,0,0,26,0,,26,0,8,18,26,0,0,0,26,0
Chandeela,0,0,0,35,0,0,28,7,0,33,2,0,22,13,0,0,35,0,,18,17,25,10,30,5,0,0,34,1
Churali,0,0,0,32,0,0,31,1,0,25,7,0,29,3,0,0,32,0,,27,5,11,21,32,0,0,0,32,0
Bandh Ka Nagla,0,0,0,33,0,0,29,4,0,32,1,0,22,11,0,0,33,0,,31,2,23,10,27,6,0,0,33,0
Kasane Ka Nagla,0,0,0,27,0,0,25,2,0,24,3,0,26,1,0,0,27,0,,20,7,6,21,25,2,0,0,25,2
Khijoori,0,0,0,30,0,0,27,3,0,26,4,1,26,3,0,0,30,0,,26,4,18,12,28,2,0,0,30,0
Atkoli,0,0,0,29,1,0,26,4,0,28,2,0,17,13,0,0,30,0,,11,19,12,18,28,2,0,0,26,4
Milkipura,0,0,0,34,0,0,29,5,0,27,7,0,31,3,0,0,34,0,,33,1,2,32,29,5,0,0,33,1
Barh Karsoli,0,0,0,30,0,0,29,1,0,27,3,0,28,2,0,0,30,0,,15,15,4,26,27,3,0,0,29,1
Patti Narayanpur,0,0,0,28,2,0,29,1,0,28,2,0,15,15,0,0,30,0,,7,23,12,18,26,4,0,0,28,2
Jat Nagala,0,0,0,29,2,0,27,4,0,29,2,0,24,7,0,0,31,0,,17,14,10,21,28,3,0,0,29,2
Kyarda Khurd,0,0,0,32,0,0,25,7,0,31,1,1,24,7,0,0,32,1,,6,26,15,17,31,1,0,0,31,1
Suroth,0,0,0,31,0,0,27,4,0,31,0,0,25,6,0,0,31,0,,10,21,13,18,26,5,0,0,27,4
Bhukrawali,0,0,0,28,2,0,30,0,0,26,4,0,14,16,0,0,30,0,,30,0,22,8,23,7,0,0,30,0
Khursatpura,0,0,0,30,0,0,26,4,0,29,1,0,22,8,0,0,30,0,,22,8,11,19,29,1,0,0,29,1
Kot Was,0,0,0,28,2,0,25,5,0,28,2,1,16,13,0,0,30,0,,22,8,12,18,30,0,0,0,29,1
Rara Shahpur,0,0,0,32,0,0,27,5,0,31,1,0,19,13,0,0,32,2,,11,21,19,13,30,2,0,0,31,1
Sherpur,0,0,0,26,2,0,23,5,0,28,0,0,18,10,0,0,28,0,,13,15,8,20,22,6,0,0,27,1
Reenjhwas,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,,1,0,0,1,1,0,0,0,1,0
Vijaypura,0,0,0,29,2,0,28,3,0,30,1,0,19,12,0,0,31,2,,19,12,15,16,27,4,0,0,30,1
Jagar,0,0,0,27,3,0,27,3,0,30,0,0,20,10,0,0,30,0,,25,5,10,20,27,3,0,0,30,0
Bai Jatt,0,0,0,29,1,0,28,2,0,29,1,0,28,2,0,0,30,0,,25,5,6,24,28,2,0,0,29,1
Khareta,0,0,0,29,1,0,28,2,0,28,2,0,26,4,0,0,30,0,,11,19,10,20,26,4,0,0,28,2
Alawara,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,,0,1,0,1,1,0,0,0,1,0
Durgasi,0,0,0,5,0,0,4,1,0,5,0,0,4,1,0,0,5,0,,2,3,1,4,5,0,0,0,5,0
Nagal Durgasi,0,0,0,9,0,0,8,1,0,9,0,0,7,2,1,0,8,0,,5,4,7,2,9,0,0,0,9,0
Jatwara,0,0,0,17,0,0,12,5,0,17,0,0,8,9,0,0,17,0,,6,11,2,15,16,1,0,0,17,0
