village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Moraha (Part),0,0,9,3,5,1,2,5,2,3,1,1,2,6,0,0,9,6,3,9,0,9,0,0,4,8,1
Jaitupura,0,2,9,7,4,0,7,4,0,0,0,3,1,7,0,0,11,10,1,8,3,11,0,0,0,11,0
Bardwaha,0,2,6,4,3,1,5,3,0,0,0,2,2,4,0,0,8,7,1,5,3,8,0,0,0,8,0
Rangawan,0,8,19,13,11,3,10,16,1,0,0,10,7,9,0,0,26,22,5,22,5,26,1,0,0,27,0
Rampur,0,15,42,24,28,5,36,20,1,0,0,22,7,28,0,0,56,45,12,48,9,56,1,0,0,57,0
Kurra,0,3,7,4,6,0,7,3,0,0,0,3,2,5,0,0,10,8,2,9,1,10,0,0,0,10,0
Kharka,0,6,23,16,12,1,20,9,0,0,0,10,8,11,0,0,29,17,12,27,2,29,0,0,0,29,0
Nadanpur,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
Purwa,0,7,28,19,16,0,20,15,0,0,0,12,4,19,0,0,35,26,9,29,6,35,0,0,0,35,0
Dhouri,0,4,20,12,12,0,17,7,0,0,0,8,4,12,0,0,24,19,5,20,4,23,0,0,0,24,0
Nandgaikalan,0,0,13,4,8,1,7,6,0,0,0,1,2,10,0,0,13,12,1,11,2,13,0,0,0,13,0
Lahera,0,0,4,2,2,0,0,4,0,0,0,0,0,4,0,0,4,3,1,4,0,4,0,0,0,4,0
Deri,0,12,37,18,28,3,30,19,0,0,0,16,10,23,0,0,49,29,20,44,5,49,0,1,0,49,0
Sukwan,0,6,23,14,15,0,13,16,0,0,0,11,7,11,0,0,29,11,18,28,1,28,0,0,0,29,0
Salaiya,0,5,28,21,12,0,11,22,0,0,0,9,4,20,0,0,33,23,10,28,5,32,0,0,0,33,0
Maheba,0,5,30,22,12,1,18,15,2,0,0,7,5,23,0,0,35,23,12,33,2,35,0,0,0,35,0
Tudar,0,3,20,13,10,0,6,17,0,0,0,3,7,13,0,0,23,16,7,22,1,23,0,0,0,23,0
Gora,0,0,3,1,2,0,0,2,1,0,0,0,1,2,0,0,3,2,1,2,1,3,0,0,0,3,0
Bhelsi,0,5,24,15,14,0,21,8,0,0,0,7,5,17,0,0,29,22,7,24,5,29,0,0,0,29,0
Pathapur,0,0,2,1,1,0,1,1,0,1,0,0,0,2,0,0,2,0,2,2,0,2,0,0,1,2,0
Kiratpura,0,0,17,8,8,1,9,7,1,0,0,6,5,6,0,0,17,12,5,15,2,17,0,0,0,17,0
Jaipur,0,1,8,6,3,0,5,4,0,0,0,3,1,5,0,0,9,3,6,9,0,9,0,0,0,9,0
Bara,0,5,32,20,15,2,27,10,0,0,0,17,10,10,0,0,37,26,11,29,8,37,0,0,0,37,0
Gathewara,0,3,18,13,7,1,11,9,1,0,0,4,4,13,0,0,21,5,16,19,2,21,0,0,0,21,0
