village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Eriyur,0,0,100,4,56,40,78,22,0,89,11,0,0,99,6,0,94,100,0,35,65,100,0,68,32,100,0
Mallakottai,0,0,101,11,79,11,83,16,2,98,3,0,0,101,0,0,101,101,0,28,73,99,0,57,44,101,0
Kayampatti,0,0,100,16,81,3,99,1,0,87,13,0,0,100,0,0,100,96,4,7,93,100,0,63,37,100,0
A.Melaiyur,0,1,193,86,102,6,104,89,1,141,53,0,0,194,2,25,167,167,27,51,143,184,10,101,92,193,1
A. Kalappur,0,0,349,127,159,63,128,211,10,221,128,2,0,347,44,38,266,308,41,78,271,333,15,211,138,348,1
Muraiyur,0,0,102,1,83,18,61,41,0,36,66,1,1,100,4,1,97,82,20,15,87,91,11,52,50,102,0
