village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Laungo Mahal (249),0,0,0,97,30,62,96,24,69,178,12,0,177,23,0,0,200,0,,79,111,166,24,190,0,0,0,55,135
Talwandi Bhagwan (269),0,0,0,36,3,58,23,60,67,82,1,0,163,37,0,0,200,0,,28,55,29,53,81,2,1,0,86,64
Lakhuwal (Ramdas) (264),0,0,20,0,3,132,1,79,75,155,0,0,168,33,0,0,201,0,,152,4,152,1,155,0,1,0,45,108
Galib (107),0,0,1,87,4,98,78,5,107,187,2,0,177,23,0,0,201,0,,155,35,158,30,188,0,1,0,103,86
Harar Khurd (119),0,0,1,5,47,145,22,26,149,193,4,0,176,22,0,0,198,0,,146,51,143,54,197,0,0,0,112,85
Sangatpura (281) ,0,0,0,3,186,0,1,0,187,188,1,0,175,20,0,0,195,0,,186,3,189,0,188,1,1,0,151,38
Jhander (288) ,0,0,0,196,1,0,195,2,0,192,5,0,180,21,0,0,201,0,,41,156,196,0,192,0,0,0,0,196
Sarang Dev (126),0,0,0,2,58,86,2,57,87,146,0,0,165,35,0,0,200,0,,129,17,134,12,146,0,0,0,49,97
Punga (130),0,0,0,0,0,0,0,0,0,0,0,0,176,24,0,0,200,0,,0,0,0,0,0,0,0,0,0,0
Madu Chhanga (268),0,0,1,0,16,135,1,109,41,151,0,0,148,51,0,0,199,1,,147,4,150,1,151,0,0,0,51,100
