village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Khanpur Baroda,0,0,0,14,24,0,25,13,0,38,0,0,0,38,0,0,38,17,21,5,33,37,1,0,0,31,7
Lalpur,0,0,0,5,4,0,3,6,0,9,0,0,0,9,0,0,9,4,5,2,7,9,0,0,0,8,1
Jat Baroda,0,0,0,10,17,0,15,12,0,27,0,0,0,27,0,0,27,12,15,9,18,27,0,0,0,24,3
Jalokhara,0,0,0,7,8,0,8,7,0,15,0,0,0,15,0,0,15,7,8,4,11,15,0,0,0,13,2
Salarpur,0,0,0,9,17,0,10,16,0,26,0,0,0,26,0,0,26,9,17,12,14,26,0,0,0,22,4
Salempur,0,0,0,11,15,0,16,10,0,26,0,0,0,26,0,0,26,14,12,6,20,26,0,0,0,25,1
Umri,0,0,0,8,14,0,14,8,0,22,0,0,0,22,0,0,22,10,12,3,19,22,0,0,0,22,0
Baman Baroda,0,0,0,13,14,0,15,12,0,27,0,0,0,27,0,0,27,9,18,8,19,27,0,0,0,25,2
Toksi,0,0,0,9,23,0,15,16,1,32,0,0,0,32,0,0,32,12,20,6,26,32,0,0,0,27,5
Vinega,0,0,0,4,2,0,4,2,0,6,0,0,0,6,0,0,6,2,4,2,4,6,0,0,0,5,1
Habeebpur,0,0,0,9,6,0,9,6,0,15,0,0,0,15,0,0,15,5,10,3,12,15,0,0,0,14,1
Motipur,0,0,0,1,1,0,1,1,0,2,0,0,0,2,0,0,2,1,1,1,1,2,0,0,0,2,0
Hingotiya,0,0,0,4,7,0,4,7,0,11,0,0,0,11,0,0,11,4,7,3,8,11,0,0,0,11,0
Barh Kalan,0,0,0,10,14,0,11,13,0,24,0,0,0,24,0,0,24,12,12,7,17,24,0,0,0,20,4
Bidarkha,0,0,0,13,19,0,16,16,0,32,0,0,0,32,0,0,32,12,20,8,24,31,1,0,0,28,4
