village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Todri,0,1,1,1,1,0,1,1,0,2,0,1,1,0,0,0,2,0,,1,0,2,0,1,0,1,1,1,0
Chainpuria,0,0,8,7,0,0,4,2,0,6,0,4,3,1,2,0,6,0,,5,1,4,2,6,0,1,5,6,0
Rasoolpura,0,2,24,22,4,0,9,16,1,22,4,8,9,9,4,0,22,1,,20,6,13,13,23,3,10,16,26,0
Bamaniya,0,0,42,30,12,0,4,38,0,35,7,6,22,14,2,0,39,4,,32,10,13,28,33,9,10,32,40,2
Gadia,0,0,9,7,2,0,5,4,0,9,0,4,3,2,0,0,9,1,,7,2,4,5,7,2,3,6,9,0
Lalpura Jhala,0,0,2,1,1,0,0,2,0,2,0,0,1,1,0,0,2,0,,2,0,0,2,1,1,1,1,2,0
Bhopalpura,0,2,20,6,16,0,10,12,0,12,10,3,14,5,0,0,22,4,,22,0,6,16,15,7,6,16,16,6
Khedi,0,0,2,1,1,0,0,1,1,1,1,0,1,1,0,0,2,0,,2,0,0,2,2,0,2,0,2,0
Lasaodli Dhakad,0,1,26,22,5,0,19,8,0,23,4,15,6,5,5,0,21,2,,20,7,12,13,25,0,13,14,26,1
Ghoda Kheda,0,0,4,4,0,0,1,2,1,4,0,0,1,3,0,0,4,0,,3,1,2,2,3,1,3,1,4,0
Odpur,0,2,20,18,4,0,3,14,5,22,0,2,8,12,1,0,21,0,,20,2,11,11,22,0,13,9,22,0
Gopalpura,0,0,13,11,2,0,4,9,0,12,1,5,5,3,0,0,13,0,,13,0,7,6,10,3,4,9,13,0
Baga,0,0,14,12,2,0,6,7,0,11,2,5,5,4,0,0,14,2,,11,1,4,6,8,2,2,10,12,0
Bajtalai,0,0,20,16,4,0,15,3,2,20,0,13,6,1,5,0,15,0,,17,3,0,19,20,0,3,17,20,0
Khimakhedi,0,0,10,7,3,0,2,8,0,8,2,0,6,4,0,0,10,1,,8,2,6,4,8,2,7,3,10,0
Chatu Kheda,0,7,43,39,11,0,35,13,0,46,3,37,7,4,20,0,30,2,,41,7,20,23,41,5,11,36,49,0
Tulsipura,0,0,20,17,3,0,9,11,0,18,2,3,12,5,4,0,16,0,,15,5,7,11,17,3,4,16,20,0
Bamlabe,1,7,70,68,8,2,50,26,2,70,8,37,27,14,13,0,65,1,,73,1,52,19,68,2,31,44,71,2
Kundibey,0,0,9,7,2,0,0,9,0,7,2,1,2,6,0,0,8,1,,9,0,3,6,7,2,4,5,9,0
Rasoolpura,0,1,4,2,3,0,2,3,0,4,1,0,1,4,0,0,5,0,,5,0,4,1,4,1,2,3,5,0
Guradia,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,,1,0,0,1,1,0,0,1,1,0
Dehri Baman,0,2,36,32,6,0,9,29,0,29,9,13,13,12,1,0,37,3,,30,8,11,27,33,5,14,24,38,0
Alwapura,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,,1,0,1,0,1,0,0,1,1,0
Gorakhpura,0,0,36,24,12,0,6,30,0,27,9,2,20,14,1,0,34,5,,29,7,12,24,27,9,13,23,36,0
Kundibey,0,7,29,27,9,0,16,18,2,28,8,15,10,11,3,0,33,1,,33,3,21,15,36,0,20,16,36,0
Chondapura,0,9,54,42,21,0,19,41,3,51,12,16,17,30,1,0,62,9,,58,5,40,23,56,7,43,20,63,0
Piplodi,0,0,2,2,0,0,1,1,0,0,2,1,0,1,1,0,1,0,,2,0,1,1,1,1,0,2,2,0
Baiheda,0,0,3,2,1,0,1,2,0,2,1,2,0,1,0,0,3,0,,2,1,2,1,3,0,3,0,3,0
Padiya,0,6,57,47,14,0,34,24,3,53,8,26,26,11,7,0,56,6,,55,6,26,30,53,6,27,33,57,4
Salapani,0,0,22,13,9,0,3,18,1,18,4,5,11,6,4,0,18,3,,17,5,5,17,20,2,3,19,21,1
Sinduria,0,0,10,9,1,0,7,3,0,8,2,6,4,0,1,0,9,0,,9,1,3,6,10,0,1,9,10,0
Gopalpura,0,0,8,7,1,0,3,5,0,7,1,3,2,3,0,0,8,1,,8,0,5,3,6,2,3,5,6,2
Bakhtawarpura,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,,1,0,0,1,0,1,1,0,1,0
Chhayan,0,0,51,38,13,0,11,40,0,41,10,9,21,21,10,0,41,6,,43,8,19,31,45,6,12,39,51,0
Khedi,0,4,28,16,16,0,19,12,1,23,9,11,11,9,2,0,29,3,,24,8,18,14,29,3,17,15,32,0
Karanvas,0,2,46,40,8,0,23,25,0,45,3,14,26,8,16,0,32,3,,44,3,26,22,40,4,11,36,44,2
Kalipith,0,2,36,29,8,1,4,34,0,32,6,5,22,11,3,0,35,3,,31,7,12,25,29,8,10,28,38,0
Hiran Kheda,0,0,14,12,2,0,1,12,1,11,3,1,6,7,2,0,12,2,,10,4,5,9,13,1,6,8,13,1
