village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Dakshin Kadamgachhi,0,2,3,4,0,1,4,0,1,4,1,1,1,3,0,5,0,0,,5,0,4,1,5,0,1,4,0,5
Agdimti,0,34,29,52,9,2,19,42,2,59,4,2,32,29,0,61,2,0,,63,0,41,22,63,0,7,56,43,20
Daribhir,0,17,12,16,7,6,11,16,2,24,5,0,17,12,0,26,3,0,,29,0,20,9,28,1,2,27,16,13
Amalijhari,0,20,6,12,11,3,9,15,2,23,3,3,17,6,0,23,3,0,,26,0,20,6,26,0,1,25,21,5
Ojhapokhar,0,9,5,6,7,1,8,6,0,13,1,1,8,5,0,13,1,0,,14,0,12,2,14,0,0,14,8,6
Kuchila,0,14,5,5,9,5,10,5,4,15,4,4,10,5,0,18,1,0,,19,0,15,4,19,0,4,15,10,9
Kalanagin,0,28,19,31,13,3,13,34,0,45,2,1,28,18,0,39,8,0,,47,0,37,10,47,0,3,44,33,14
Madaripur,0,15,4,12,6,1,8,10,1,17,2,2,13,4,0,18,1,0,,19,0,12,7,19,0,2,17,18,1
Ramganj,0,35,59,77,15,2,60,31,3,86,8,5,30,59,0,89,5,0,,94,0,78,16,94,0,9,85,55,39
Sabudanga,0,33,11,9,28,7,11,31,2,39,5,2,31,11,0,39,5,0,,43,1,38,6,44,0,3,41,31,13
Gunabari,0,12,16,28,0,0,17,11,0,27,1,0,12,16,0,27,1,0,,28,0,20,8,28,0,4,24,11,17
Maruagaon,0,2,0,2,0,0,2,0,0,2,0,0,2,0,0,1,1,0,,2,0,2,0,2,0,0,2,0,2
Birnakundi,0,2,8,9,1,0,9,1,0,10,0,0,2,8,0,10,0,0,,10,0,9,1,10,0,2,8,3,7
Sahatpur,0,12,1,6,6,1,3,10,0,13,0,0,12,1,0,10,3,0,,13,0,11,2,13,0,2,11,11,2
Kunargaon,0,6,2,1,6,1,4,4,0,7,1,3,3,2,0,7,1,0,,8,0,6,2,8,0,2,6,5,3
Chhatish,0,5,7,8,4,0,9,2,1,10,2,0,5,7,0,10,2,0,,12,0,10,2,12,0,2,10,5,7
Gaisal,1,36,79,96,19,1,91,21,4,111,5,7,30,79,0,110,6,0,,116,0,96,20,116,0,9,107,55,61
Dakshin Thuthipakar,0,0,3,3,0,0,3,0,0,3,0,0,0,3,0,2,1,0,,3,0,3,0,3,0,0,3,1,2
Kachna,0,9,17,20,5,1,17,8,1,23,3,1,8,17,0,24,2,0,,26,0,22,4,26,0,0,26,19,7
Aliganj,0,13,5,4,12,2,6,10,2,16,2,0,13,5,0,16,2,0,,18,0,15,3,18,0,2,16,10,8
Matikunda,1,23,29,35,13,5,35,15,3,48,5,7,17,29,0,49,4,0,,53,0,45,8,53,0,3,50,23,30
Iluabari,0,5,25,27,3,0,26,4,0,27,3,0,5,25,0,26,4,0,,31,0,26,5,31,0,3,28,17,14
Bolhanja,0,8,33,41,0,0,39,2,0,39,2,0,8,33,0,34,7,0,,41,0,34,7,41,0,1,40,14,27
Sialtor Taranjanbari,0,8,13,15,4,2,14,3,4,18,3,1,8,12,0,20,1,0,,21,0,16,5,21,0,0,21,12,9
Paschim Pachhurasia,0,0,3,3,0,0,1,2,0,3,0,0,0,3,0,3,0,0,,3,0,2,1,3,0,0,3,2,1
Gunjaria,0,5,16,20,1,0,19,2,0,19,2,0,5,16,0,20,1,0,,21,0,16,5,21,0,5,16,13,8
Uttar Tuthipakar,0,1,2,1,2,0,1,2,0,3,0,0,1,2,0,2,1,0,,3,0,1,2,3,0,1,2,2,1
Barhat (P),0,3,4,6,1,0,6,1,0,6,1,0,3,4,0,7,0,0,,7,0,6,1,7,0,0,7,2,5
Tarabari,0,14,5,7,9,3,6,11,2,17,2,5,9,5,0,19,0,0,,19,0,15,4,19,0,5,14,10,9
