village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Khaira Muhammd Pur,0,1,99,28,70,2,0,100,0,23,77,0,0,100,0,0,91,0,,100,0,100,0,99,1,3,97,100,0
Jamuni Pur,1,0,99,26,70,4,0,100,0,30,70,0,0,100,0,0,100,0,,99,1,97,3,100,0,6,94,100,0
Nagripar,0,0,100,30,66,4,0,100,0,30,70,0,0,100,1,0,97,1,,100,0,98,2,100,0,4,96,99,1
Bandhan Pur,0,0,100,29,68,3,1,98,1,25,75,0,1,99,0,0,99,1,,84,16,90,10,100,0,7,93,100,0
Parikha Pur,0,0,100,35,61,4,0,98,2,22,78,1,0,99,0,0,100,0,,99,1,95,5,98,1,6,94,98,2
BELA KASELA,0,0,100,29,68,3,0,100,0,26,74,0,0,100,0,1,99,0,,98,2,86,14,100,0,5,95,99,1
Farsara Buzurg,0,0,100,25,72,3,0,100,0,26,74,0,0,100,0,0,100,3,,97,3,93,6,93,1,8,91,99,1
Lami,0,0,100,35,62,3,0,100,0,32,68,1,0,99,1,0,99,3,,99,1,96,3,97,0,6,94,99,1
Mir Pur,0,0,100,26,71,3,0,99,1,39,61,0,0,100,1,0,98,0,,86,14,98,2,100,0,1,99,100,0
Muhammadpur Hasanpur,0,0,100,31,67,2,0,100,0,35,65,0,0,100,0,0,100,0,,76,24,96,4,100,0,3,97,100,0
