village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Bhanwarmara,1,142,62,29,155,21,162,38,5,183,22,94,51,60,1,11,193,200,5,164,41,202,3,189,16,205,0
Annu Tola,0,0,3,0,1,2,2,1,0,1,2,1,2,0,0,1,2,3,0,1,2,3,0,3,0,3,0
Mundori,1,163,36,34,127,39,165,34,1,180,20,138,39,23,1,0,199,198,2,186,14,198,2,182,18,199,1
Kochera,0,124,66,11,158,21,151,38,1,169,21,118,30,42,1,0,189,190,0,146,44,190,0,186,4,190,0
Chilhati Kalan,0,31,159,70,14,103,50,35,105,139,51,6,25,159,50,15,125,100,86,82,101,166,23,49,134,156,34
Ranitarai,0,112,73,26,132,27,159,26,0,139,46,120,25,40,0,0,185,185,0,147,38,185,0,171,14,185,0
Salhe,0,35,25,8,45,7,42,18,0,40,20,43,4,13,0,0,60,60,0,54,6,60,0,56,4,60,0
Manki (Salhe),11,83,46,40,89,11,110,30,0,118,22,69,45,26,1,0,139,137,3,123,17,140,0,138,1,140,0
Achholi,1,27,192,24,108,88,148,59,13,104,116,45,68,106,0,12,208,219,1,85,135,218,2,151,69,219,1
Kapsi,19,161,12,50,138,4,177,15,0,172,20,110,58,24,0,0,192,192,0,159,33,192,0,186,6,192,0
Atargaon,0,51,49,2,40,58,95,4,1,34,66,9,39,52,0,0,100,100,0,73,27,99,1,50,50,100,0
Kotera,0,21,24,0,35,10,44,1,0,4,41,7,16,22,0,8,37,45,0,45,0,45,0,22,23,45,0
