village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Beharabank,0,20,26,1,26,19,0,23,23,30,16,4,24,18,0,15,31,31,15,35,11,44,2,17,29,43,3
Dighi,0,5,0,0,5,0,0,2,3,3,2,2,3,0,0,2,3,4,1,2,3,5,0,1,4,4,1
Ghasipur,0,15,67,3,39,40,3,43,36,59,23,2,21,59,0,27,55,46,36,49,33,75,7,46,36,79,3
Jiathar,0,17,49,2,28,36,0,28,38,48,18,10,32,24,0,31,35,45,21,31,35,66,0,51,15,62,4
Karamdih,0,2,3,0,2,3,1,3,1,4,1,0,2,3,0,2,3,5,0,2,3,5,0,2,3,5,0
Machhkhicha,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0
Susania,0,4,4,0,1,7,0,2,6,3,5,0,2,6,0,5,3,3,5,3,5,8,0,4,4,8,0
Sagarbhanga,0,17,20,0,23,14,0,29,8,12,25,0,17,20,0,12,25,35,2,29,8,37,0,18,19,37,0
Guhiajori,0,9,19,0,15,13,0,16,12,17,11,2,15,11,0,9,19,20,8,18,10,28,0,12,16,28,0
Karayachak Raghunathganj,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0
Asansol,0,8,8,0,12,4,0,12,4,5,11,0,8,8,0,4,12,16,0,12,4,16,0,0,16,16,0
Kesiabahal,0,40,52,0,64,28,0,63,29,24,68,1,41,50,0,26,66,92,0,71,21,92,0,43,49,92,0
Dakri,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0
Baghapathar,0,4,5,0,6,3,0,6,3,3,6,0,4,5,0,4,5,9,0,7,2,9,0,0,9,9,0
Budhudih,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0
