village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Thewa,0,0,100,45,40,15,0,5,95,100,0,76,20,4,0,0,100,99,1,100,0,100,0,75,25,100,0
Seraki,0,0,60,24,23,13,0,3,57,60,0,48,11,1,0,0,60,60,0,60,0,60,0,47,13,60,0
Kheri Mansingh,0,8,100,44,51,13,0,14,94,108,0,83,25,0,0,0,108,108,0,108,0,108,0,71,37,107,1
Kiwara,13,88,8,81,23,5,6,96,7,109,0,73,29,7,0,0,109,109,0,109,0,109,0,53,56,109,0
Silla,36,53,1,68,20,2,0,66,24,90,0,62,19,9,0,0,90,90,0,90,0,90,0,50,40,90,0
Sangaon,0,25,19,34,7,3,0,42,2,9,35,37,5,2,0,0,44,44,0,44,0,44,0,11,33,44,0
Kuthar,0,21,19,31,4,5,0,21,19,22,18,25,13,2,0,0,40,40,0,40,0,40,0,6,34,40,0
Kotimay Chak,0,38,29,51,14,2,1,62,4,48,19,45,15,7,0,0,67,67,0,67,0,67,0,10,57,67,0
Dharkot,0,37,15,41,10,1,0,38,14,4,48,36,12,4,0,0,52,52,0,52,0,52,0,10,42,52,0
Siron,0,25,15,35,5,0,0,17,23,27,13,35,5,0,0,0,40,40,0,40,0,40,0,8,32,40,0
Bajhet,4,22,3,24,5,0,0,22,7,29,0,22,7,0,0,0,29,29,0,29,0,29,0,22,7,29,0
