village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Peepasar Nagar,0,0,0,4,2,0,5,1,0,0,0,0,0,6,6,0,0,0,,0,6,0,6,6,0,0,0,6,0
Ewalo Ka Dhora,0,0,0,11,6,0,7,10,0,0,0,0,0,17,17,0,0,0,,0,17,0,17,17,0,0,0,17,0
Bhakhri Dhani,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,,0,1,0,1,1,0,0,0,1,0
Baithwasiya,0,0,0,13,5,0,7,11,0,0,0,0,0,18,18,0,0,0,,0,18,0,18,18,0,0,0,18,0
Newra Road,0,0,0,12,6,0,8,10,0,0,0,0,0,18,18,0,0,0,,0,18,0,18,18,0,0,0,18,0
Sili,0,0,0,11,7,0,15,3,0,0,0,0,0,18,18,0,0,0,,0,18,0,18,18,0,0,0,18,0
Dhunariya,0,0,0,1,1,0,0,2,0,0,0,1,0,1,2,0,0,0,,0,2,0,2,2,0,0,0,2,0
Barsaloo Kalan,0,0,0,3,2,0,5,0,0,0,0,0,0,5,5,0,0,0,,0,5,0,5,5,0,0,0,5,0
Karni Nagar,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,,0,1,0,1,1,0,0,0,1,0
Bhairu Sagar,0,0,0,8,7,0,6,9,0,0,0,0,0,15,15,0,0,0,,0,15,0,15,15,0,0,0,15,0
Panditji Ki Dhani,0,0,0,14,4,0,1,17,0,0,1,0,0,18,18,0,0,0,,0,18,0,18,18,0,0,0,18,0
Asha Pura,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,,0,2,0,2,2,0,0,0,2,0
Samrathalnagar,0,0,0,14,4,0,18,0,0,0,0,0,0,18,18,0,0,0,,1,17,0,18,18,0,0,0,18,0
Nathawat Nagar,0,0,0,2,2,0,3,1,0,0,0,0,0,4,4,0,0,0,,0,4,0,4,4,0,0,0,4,0
Khabra Khurd,0,0,0,10,8,0,5,13,0,0,0,0,0,18,13,0,5,0,,0,18,0,18,18,0,0,0,18,0
Rawal Nagar,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,1,0,1,1,0,0,0,1,0
Vishnu Nagar,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,2,0,,0,2,0,2,2,0,0,0,2,0
Saran Nagar,0,0,0,17,1,0,18,0,0,0,0,0,1,17,17,0,1,0,,0,18,0,18,18,0,0,0,18,0
