village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Antri Malkapur,0,0,74,53,19,2,72,2,0,0,74,0,19,55,0,0,74,0,,0,74,4,70,74,0,1,73,8,66
Khandala,0,0,72,55,17,0,72,0,0,60,12,9,55,8,0,0,72,0,,0,72,1,71,72,0,0,72,26,46
Hatrun,0,0,72,55,17,0,72,0,0,0,72,1,15,56,0,0,72,0,,0,72,25,47,72,0,1,71,33,39
Sonala,0,0,65,5,52,8,65,0,0,1,64,1,18,46,65,0,0,6,,0,65,3,62,65,0,4,61,13,51
Khirpuri Kh.,0,0,97,78,19,0,94,3,0,8,89,3,33,61,1,0,96,0,,0,97,6,91,97,0,2,95,50,47
Kalamba Budruk,0,0,72,41,28,3,72,0,0,0,72,0,1,71,0,0,72,0,,0,72,0,72,72,0,0,72,71,1
Sangwi Jomdeo,0,1,71,49,20,3,70,0,2,2,70,0,4,68,0,0,72,0,,0,72,29,43,72,0,0,72,72,0
Shelad,0,0,67,43,23,1,65,1,1,0,67,0,0,67,0,0,67,0,,0,67,7,60,67,0,1,66,41,26
Mandoli,0,0,10,5,5,0,9,0,1,0,10,0,0,10,0,0,10,0,,0,10,1,9,10,0,0,10,9,1
Vyala 1,0,0,72,35,36,1,70,2,0,0,72,0,1,71,0,0,72,0,,0,72,9,63,72,0,0,72,47,25
Tamshi,0,0,70,46,24,0,70,0,0,0,70,0,0,70,0,0,70,0,,0,70,7,63,70,0,0,70,60,10
Kasura,0,0,72,51,21,0,70,1,1,0,72,1,3,68,1,0,71,0,,0,72,15,57,72,0,0,72,18,54
Khamkhed,0,0,22,14,8,0,22,0,0,0,22,0,0,22,0,0,22,0,,0,22,1,21,22,0,0,22,0,22
