village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Mohni Madol,0,36,21,46,11,0,25,28,4,57,0,22,25,10,0,0,57,56,1,56,1,57,0,52,5,57,0
Sisaula Kalan,0,16,29,35,10,0,4,40,1,45,0,0,28,17,0,0,45,45,0,45,0,45,0,42,3,45,0
Bishunpur Kamdeo,0,8,17,16,9,0,6,17,2,25,0,0,12,13,0,0,25,25,0,24,1,25,0,24,1,25,0
Gharwara,0,12,21,11,22,0,8,23,2,33,0,6,21,6,0,0,33,33,0,33,0,33,0,33,0,33,0
Gopalpur,0,14,2,14,2,0,8,7,1,16,0,9,7,0,0,0,16,16,0,16,0,16,0,15,1,16,0
Barahi Chintaman,0,3,4,3,4,0,3,3,1,7,0,1,4,2,0,0,7,7,0,7,0,7,0,7,0,7,0
Akhta (Part in Bairgania) *,0,66,21,70,17,0,23,56,8,85,2,30,44,13,1,0,86,86,1,87,0,87,0,85,2,87,0
Kothia Rae,0,17,1,16,2,0,14,3,1,18,0,9,9,0,0,0,18,18,0,18,0,18,0,17,1,18,0
Bokta,0,1,3,2,2,0,0,3,1,4,0,1,3,0,0,0,4,4,0,4,0,4,0,4,0,4,0
Masahi,0,10,0,10,0,0,10,0,0,10,0,4,6,0,0,0,10,10,0,10,0,10,0,10,0,10,0
Rampur Kanth,0,13,2,14,1,0,8,7,0,15,0,4,11,0,0,0,15,15,0,15,0,15,0,15,0,15,0
Kothiar,0,14,1,15,0,0,8,7,0,15,0,5,10,0,0,0,15,15,0,15,0,15,0,15,0,15,0
Madhurapur,0,35,2,33,4,0,14,23,0,37,0,13,23,1,1,0,36,37,0,37,0,37,0,37,0,37,0
Sonaul Sube,0,10,7,9,8,0,1,12,4,17,0,0,16,1,0,0,17,17,0,17,0,17,0,17,0,17,0
Chak Dadan,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
Haidra,0,0,2,1,1,0,0,2,0,2,0,0,2,0,0,0,2,2,0,2,0,2,0,2,0,2,0
Haripur Pipra,0,13,1,12,2,0,2,11,1,13,1,9,4,1,0,0,14,13,1,14,0,14,0,14,0,14,0
Sonaul Khan,0,12,0,12,0,0,2,8,2,12,0,7,5,0,0,0,12,12,0,12,0,12,0,12,0,12,0
Nahra,0,52,16,48,19,1,19,37,12,68,0,31,27,10,0,0,68,68,0,68,0,68,0,66,2,68,0
Jamal Parsa,0,8,22,9,20,1,4,15,11,30,0,2,19,9,0,0,30,30,0,30,0,30,0,29,1,30,0
Supi,0,25,16,25,16,0,3,29,9,41,0,7,25,9,0,0,41,41,0,41,0,41,0,41,0,41,0
Basant Khurd,0,11,4,12,3,0,5,8,2,15,0,7,7,1,0,0,15,15,0,15,0,15,0,15,0,15,0
Babhangawan,0,24,18,20,21,1,4,23,15,42,0,10,23,9,1,0,41,42,0,42,0,42,0,42,0,42,0
Marpa Issar Das,0,13,0,13,0,0,3,10,0,13,0,4,9,0,0,0,13,13,0,13,0,13,0,13,0,13,0
Semardah Nankar,0,9,2,11,0,0,4,7,0,11,0,6,3,2,1,0,10,11,0,10,1,11,0,11,0,11,0
Semardah Kalan,0,12,2,12,2,0,2,12,0,14,0,7,6,1,0,0,14,14,0,14,0,14,0,14,0,14,0
Muradpur Narkatia,0,0,5,1,4,0,0,3,2,5,0,0,3,2,0,0,5,5,0,5,0,5,0,5,0,5,0
Amwa Khurd,0,2,4,1,5,0,0,4,2,6,0,0,4,2,0,0,6,6,0,6,0,6,0,6,0,6,0
Mohni Khurd,0,13,5,16,2,0,7,11,0,18,0,6,12,0,1,0,17,18,0,18,0,18,0,18,0,18,0
Pakari Parsa,0,5,11,7,9,0,1,12,3,16,0,0,9,7,1,0,15,16,0,14,2,16,0,13,3,16,0
Dharampur Madan urf Chhaurhia,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
Rajepur,0,8,10,10,8,0,3,11,4,18,0,4,10,4,0,0,18,18,0,18,0,18,0,17,1,18,0
Barharwa urf BishunpurMohabbat,0,1,1,0,2,0,1,1,0,2,0,0,1,1,0,0,2,2,0,2,0,2,0,2,0,2,0
Bengahi,0,10,2,10,2,0,6,4,2,12,0,4,7,1,0,0,12,12,0,12,0,12,0,12,0,12,0
Maniari,0,47,24,54,16,1,16,49,6,71,0,21,32,18,1,0,70,71,0,65,6,71,0,66,5,71,0
Gamharia,0,17,16,11,22,0,2,21,10,33,0,6,21,6,0,0,33,33,0,32,1,33,0,33,0,33,0
Parsa,0,3,10,6,7,0,0,10,3,13,0,0,8,5,0,0,13,13,0,11,2,13,0,12,1,13,0
