village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Dharaidih,6,109,10,30,70,25,12,98,15,85,40,58,60,7,1,9,115,1,,125,0,124,1,124,1,117,8,121,4
Chadra Pipradih,0,38,0,0,22,16,2,35,1,19,19,9,29,0,0,2,36,0,,38,0,37,1,38,0,33,5,38,0
Bisodih,0,94,4,1,67,30,3,93,2,52,46,9,88,1,0,1,97,0,,97,1,93,5,98,0,86,12,98,0
Chak,0,50,1,0,45,6,7,43,1,35,16,13,37,1,0,4,47,0,,51,0,47,4,51,0,47,4,51,0
Bigha,0,31,2,1,28,4,1,31,1,26,7,3,26,4,0,1,32,0,,33,0,33,0,33,0,26,7,33,0
Chutiaro,0,70,5,3,47,25,10,64,1,45,30,22,51,2,0,4,71,0,,75,0,73,2,75,0,70,5,75,0
Devitand,0,11,0,0,11,0,0,11,0,8,3,1,10,0,0,0,11,0,,11,0,11,0,11,0,9,2,11,0
Ghaghdih,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,,1,0,1,0,1,0,0,1,1,0
Irgobad,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,,1,0,1,0,1,0,1,0,1,0
Patishale,0,58,0,0,44,14,8,48,2,35,23,22,35,1,0,2,56,0,,58,0,58,0,57,0,51,7,57,1
Madhwatand,0,15,0,0,3,12,2,13,0,4,11,6,9,0,0,1,14,0,,15,0,15,0,14,0,15,0,15,0
Raghuniadih,0,30,1,0,22,9,3,28,0,20,11,14,17,0,0,4,27,1,,31,0,30,1,31,0,30,1,31,0
Musauwa,1,233,33,13,198,56,8,252,7,165,102,19,234,14,0,5,262,0,,267,0,259,8,266,1,227,40,267,0
Sonpura,0,22,4,1,18,7,0,25,1,17,9,9,16,1,0,0,26,0,,26,0,25,1,25,0,25,1,26,0
Rupaidih,0,50,3,0,37,16,2,49,2,28,25,20,32,1,0,0,53,1,,53,0,53,0,52,0,47,5,53,0
Tamai,0,82,11,4,76,13,3,90,0,64,29,6,83,4,0,3,90,0,,93,0,87,6,93,0,79,14,93,0
Manjhgawan,0,33,0,0,31,2,2,30,1,20,13,9,23,1,0,1,32,0,,33,0,33,0,31,0,31,2,33,0
Kanjhiyadih,0,6,2,0,6,2,0,8,0,7,1,0,7,1,0,0,8,0,,8,0,8,0,8,0,6,2,8,0
Manjhgawan.,0,11,3,2,10,2,0,13,1,7,7,0,13,1,0,0,14,0,,14,0,14,0,14,0,11,3,14,0
