village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Khera,0,0,0,8,0,3,10,0,1,11,0,2,0,9,0,0,11,8,3,10,1,11,0,0,0,11,0
Jawra,0,0,0,2,1,0,3,0,0,2,0,0,1,2,0,0,3,2,1,2,1,3,0,0,0,3,0
Antarwara,0,0,0,20,1,1,21,1,0,10,0,1,1,20,0,0,22,12,10,15,7,22,0,0,0,22,0
Kherli Meeran,0,0,0,4,0,0,4,0,0,0,0,0,1,3,0,0,4,4,0,3,1,4,0,0,0,2,2
Banniya,0,0,0,8,2,0,10,0,0,9,0,0,2,8,0,0,10,3,7,4,6,9,1,0,0,10,0
Ladaniya,0,0,0,11,0,1,12,0,0,10,0,2,0,10,0,0,12,10,2,11,1,12,0,0,0,12,0
Mori,0,0,0,4,0,0,4,0,0,4,0,0,1,3,0,0,4,3,1,3,1,4,0,0,0,3,1
Anghora,0,0,0,5,0,0,4,0,1,4,0,0,1,4,0,0,5,5,0,1,4,4,1,0,0,5,0
Badan Kheri,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
Moondla,0,0,0,11,13,0,23,1,0,21,0,1,5,18,0,0,24,15,9,18,6,22,2,0,0,22,2
Dahi Khera,0,0,0,8,12,0,19,1,0,16,0,3,0,17,0,0,20,15,5,16,4,18,1,0,0,18,2
Bahrawada,0,0,0,6,1,0,7,0,0,7,0,1,0,6,0,0,7,6,1,7,0,7,0,0,0,7,0
Harigarh,0,0,0,19,0,0,19,0,0,14,0,1,4,14,1,0,18,8,11,13,6,19,0,0,0,19,0
Nipaniya,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
Baisar,0,0,0,12,11,2,25,0,0,24,0,0,0,25,1,0,24,10,15,18,7,25,0,0,0,24,1
Khatawada,0,0,0,9,17,0,20,0,6,23,0,7,1,18,1,0,25,18,8,14,12,25,1,0,0,20,6
Doondi,0,0,0,0,6,0,6,0,0,6,0,1,1,4,0,0,6,1,5,1,5,6,0,0,0,6,0
Bhat Kheri,0,0,0,10,9,0,19,0,0,19,0,5,0,14,0,0,19,9,10,15,4,19,0,0,0,16,3
Alanpur,0,0,0,9,16,0,25,0,0,25,0,0,1,24,1,0,24,17,8,17,7,24,1,0,1,21,4
Dhanoda Kalan,0,0,0,1,4,0,5,0,0,5,0,0,0,5,0,0,5,4,1,4,1,3,2,0,0,3,2
Sarkhandiya,0,0,0,3,10,0,13,0,0,13,0,0,0,13,0,0,13,7,6,13,0,13,0,0,0,13,0
Jeera Pur,0,0,0,4,7,0,11,0,0,8,0,0,0,11,0,0,11,5,6,8,3,10,1,0,0,10,1
Korkya,0,0,0,22,2,0,23,1,0,20,0,1,1,22,0,1,23,14,10,16,8,23,1,0,0,23,1
Irli,0,0,0,17,13,0,27,3,0,21,0,1,2,27,0,1,29,19,11,19,11,29,0,0,0,29,1
Bhatwasi,0,0,0,10,0,0,10,0,0,8,0,1,0,9,0,0,10,5,5,6,4,10,0,0,0,10,0
Matwasa,0,0,0,1,2,0,3,0,0,2,0,0,1,2,0,0,3,2,1,2,1,3,0,0,0,3,0
Borda,0,0,0,4,1,1,6,0,0,6,0,0,2,4,0,0,6,5,1,6,0,6,0,0,0,6,0
Ghagharawata,0,0,0,5,8,0,13,0,0,10,0,1,0,12,0,0,13,10,3,8,5,13,0,1,0,13,0
Sojpur,0,0,0,20,6,0,24,2,0,3,0,0,2,24,0,0,26,13,13,22,4,26,0,0,0,23,3
Aloda,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
Bani,0,0,0,11,2,0,13,0,0,6,0,0,1,12,0,0,13,10,3,10,3,13,0,0,0,13,0
Ratanpura,0,0,0,4,1,0,5,0,0,3,0,1,2,2,0,0,5,4,1,4,1,5,0,0,0,4,1
Chapa Khur,0,0,0,66,7,0,68,5,0,23,0,0,6,67,0,1,72,49,24,42,31,73,0,0,0,72,1
Piplaj,0,0,0,17,4,0,21,0,0,18,0,2,9,10,0,0,21,7,14,11,10,21,0,0,0,16,5
Chhatar Pura,0,0,0,8,3,0,11,0,0,8,0,1,1,9,0,0,11,4,7,7,4,7,4,0,0,10,1
Lukat,0,0,0,16,5,0,20,0,1,19,1,2,2,17,0,0,21,15,6,15,6,20,1,0,0,19,2
