village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Deoli,0,18,22,37,3,0,5,35,0,36,4,18,6,16,0,0,40,2,38,21,19,40,0,10,30,40,0
Naranda,0,9,10,2,15,2,1,17,1,19,0,12,4,3,0,1,18,8,11,19,0,19,0,16,3,19,0
Dudhi,0,15,10,16,9,0,1,23,1,19,6,16,7,2,0,0,25,8,17,9,16,24,1,9,16,25,0
Rama,0,32,12,29,15,0,2,42,0,40,4,32,10,2,0,0,44,36,8,44,0,44,0,7,37,40,4
Jhirawadiya,0,1,10,1,10,0,3,8,0,10,1,7,1,3,0,0,11,8,3,10,1,11,0,9,2,11,0
Gomala,0,1,3,1,3,0,0,4,0,3,1,1,0,3,0,0,4,0,4,4,0,4,0,2,2,4,0
Walola,0,33,35,23,43,2,3,63,2,61,7,35,24,9,0,0,68,45,23,66,2,68,0,22,46,68,0
Dhamohi,0,13,3,0,15,1,0,15,1,15,1,13,1,2,0,0,16,16,0,15,1,16,0,15,1,16,0
Palasadi,0,4,1,0,5,0,1,4,0,5,0,4,1,0,0,0,5,5,0,3,2,5,0,5,0,5,0
Bawadi,1,5,7,0,13,0,0,13,0,13,0,6,1,6,0,0,13,4,9,13,0,13,0,5,8,13,0
Kheda,0,3,1,0,3,1,0,3,1,4,0,3,1,0,0,0,4,1,3,4,0,4,0,3,1,4,0
Para,0,5,17,2,18,2,2,18,2,22,0,5,11,6,0,0,22,11,11,22,0,22,0,12,10,22,0
Narwali,0,9,6,2,11,2,0,15,0,14,1,9,5,1,0,0,15,13,2,11,4,15,0,10,5,15,0
Jhiri,0,4,2,2,4,0,1,5,0,5,1,4,2,0,0,0,6,6,0,6,0,6,0,2,4,6,0
Semalkhedi,2,55,28,43,42,0,10,74,1,81,4,62,15,8,0,0,85,53,32,82,3,85,0,14,71,85,0
Limkhodara,0,12,16,10,16,2,3,25,0,28,0,18,6,4,0,0,28,16,12,24,4,24,4,15,13,28,0
Hidi Chhoti,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
Gulabpura,0,30,24,37,16,1,9,44,1,51,3,32,13,9,0,0,54,31,23,46,8,54,0,12,42,54,0
Mohanpura Ganna,0,35,27,12,48,2,5,52,5,62,0,41,11,10,0,0,62,42,20,46,16,62,0,35,27,62,0
