village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Kendu Guri,164,366,0,412,118,0,62,428,40,530,0,316,206,8,0,296,234,530,0,493,37,530,0,0,530,487,43
Kalia Dinga,30,45,0,61,14,0,20,54,1,75,0,55,20,0,0,57,18,75,0,72,3,75,0,0,75,71,4
Kathalguri,15,8,0,22,1,0,8,13,2,23,0,20,3,0,0,20,3,23,0,20,3,23,0,0,23,22,1
Tinsukia,9,23,0,25,7,0,7,24,1,32,0,20,10,2,0,14,18,32,0,31,1,32,0,0,32,27,5
Pub-Chatian,203,302,0,385,120,0,65,418,22,505,0,316,176,13,0,255,250,505,0,464,41,505,0,0,505,456,49
Dalani Juria,269,499,0,629,139,0,162,576,30,768,0,467,264,37,0,311,457,768,0,711,57,768,0,0,768,721,47
Kalia Dinga Pam,137,236,0,275,98,0,42,289,42,373,0,233,140,0,0,292,81,373,0,356,17,373,0,0,373,355,18
Chatian,113,363,0,317,159,0,70,382,24,476,0,259,211,6,0,288,188,476,0,446,30,476,0,0,476,430,46
Kachari Gaon,51,47,0,98,0,0,3,84,11,98,0,62,30,6,0,34,64,98,0,92,6,98,0,0,98,95,3
Fakali Pathar,132,67,0,199,0,0,9,114,76,199,0,152,18,29,0,51,148,199,0,181,18,199,0,0,199,182,17
Kachari Gaon,60,46,0,106,0,0,4,90,12,106,0,69,30,7,0,40,66,106,0,100,6,106,0,0,106,102,4
Singia Gaon,82,29,0,111,0,0,8,84,19,111,0,96,13,2,0,12,99,111,0,102,9,111,0,0,111,103,8
