village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Upper Tubung,0,39,0,0,39,0,0,39,0,39,0,0,39,0,0,8,31,39,0,39,0,39,0,39,0,39,0
Tubung,0,9,0,0,9,0,0,9,0,9,0,0,9,0,0,1,8,9,0,9,0,9,0,9,0,9,0
Upper Balijan,0,45,0,0,45,0,0,45,0,45,0,0,46,0,0,9,36,45,0,44,2,45,0,45,0,45,0
Balijan Karbi,0,19,0,0,19,0,0,19,0,19,0,0,18,1,0,3,16,19,0,19,0,19,0,19,0,19,0
Balijan H.Q.,0,28,0,0,28,0,0,28,0,28,0,0,27,0,0,2,25,29,0,29,0,29,0,28,1,29,0
Gai,0,69,0,0,69,0,0,68,1,69,0,0,69,0,0,12,57,69,0,69,0,69,0,69,0,69,0
Jollang,0,27,0,0,27,0,0,27,0,27,0,0,26,1,0,5,22,27,0,27,0,27,0,27,0,27,0
Rushi,0,20,0,0,20,0,0,20,0,20,0,0,20,0,0,6,14,20,0,20,0,20,0,19,1,20,0
Lung Dung,0,39,0,0,40,0,0,40,0,40,0,0,29,10,0,5,34,40,0,40,0,40,0,40,0,40,0
Poma,0,41,0,0,41,0,0,41,0,41,0,0,41,0,0,3,37,41,0,41,0,41,0,41,0,41,0
Kamir,0,7,0,0,7,0,0,7,0,7,0,0,7,0,0,1,6,7,0,7,0,7,0,7,0,7,0
Khamir,0,25,0,0,25,0,0,25,0,25,0,0,24,1,0,0,25,25,0,25,0,25,0,25,0,25,0
Moin,0,29,0,0,29,0,0,29,0,29,0,0,28,1,0,1,28,28,1,29,0,29,0,29,0,29,0
Ompuli,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,2,17,19,0,19,0,19,0,19,0,19,0
Sangdupota,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
Bam,0,15,0,0,15,0,0,15,0,15,0,0,15,0,0,2,13,15,0,15,0,15,0,14,1,15,0
Yadang - II,0,7,0,0,7,0,0,7,0,7,0,0,7,0,0,1,6,7,0,7,0,7,0,7,0,7,0
Yadeng,0,28,0,0,28,0,0,28,0,28,0,0,28,0,0,4,24,28,0,28,0,28,0,28,0,28,0
Hollongi Karbi,0,70,0,0,70,0,0,70,0,70,0,0,68,2,0,2,68,69,1,70,0,70,0,70,0,70,0
Dhipu forest Camp,0,16,0,0,16,0,0,16,0,16,0,0,16,0,0,4,12,16,0,16,0,16,0,16,0,16,0
Hollongi Nishi,0,17,0,0,17,0,0,17,0,17,0,0,17,0,0,2,15,17,0,17,0,17,0,17,0,17,0
Hollongi Patila,0,32,0,0,32,0,0,32,0,32,0,0,32,0,0,5,27,32,0,32,0,32,0,32,0,32,0
Mob,0,48,0,0,48,0,0,48,0,48,0,0,47,1,0,9,39,48,0,48,0,48,0,48,0,48,0
Tengabari and Chehaso,0,10,0,0,10,0,0,10,0,10,0,0,10,0,0,1,9,10,0,10,0,10,0,10,0,10,0
Lenka,0,37,0,0,37,0,0,37,0,37,0,0,37,0,0,7,30,37,0,37,0,37,0,37,0,37,0
Bormai,0,35,0,0,35,0,0,35,0,35,0,0,34,1,0,6,29,35,0,35,0,35,0,35,0,35,0
Lower Taraso,0,108,0,0,108,0,0,107,1,108,0,0,107,1,0,17,91,108,0,108,0,108,0,108,0,108,0
Meteka,0,3,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,0,3,0,3,0,3,0,3,0
Dariabil,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,1,18,19,0,19,0,19,0,19,0,19,0
Townbill,0,56,0,0,56,0,0,56,0,56,0,1,55,0,0,12,44,56,0,55,1,56,0,56,0,56,0
Bormai Nishi,0,38,0,0,38,0,0,38,0,38,0,0,37,1,0,8,30,38,0,38,0,38,0,38,0,38,0
Sengri,0,18,0,0,17,1,0,17,1,18,0,0,18,0,0,3,15,18,0,18,0,18,0,18,0,18,0
Shgungso,0,14,0,0,14,0,0,14,0,14,0,0,14,0,0,0,14,14,0,14,0,14,0,14,0,14,0
Gera,0,11,0,0,11,0,0,11,0,11,0,0,11,0,0,1,10,11,0,11,0,11,0,11,0,11,0
Upper Taraso,0,2,0,0,2,0,0,2,0,2,0,0,2,0,0,0,2,2,0,2,0,2,0,2,0,2,0
Ania Hapa and Radaso,0,101,0,0,101,0,0,100,1,100,1,0,100,0,0,11,90,101,0,100,1,101,0,101,0,101,0
Durpang forest camp,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
Kutuch Bari,0,33,0,0,33,0,0,33,0,33,0,0,33,0,0,3,30,33,0,33,0,33,0,33,0,33,0
Ramghat,0,14,0,0,14,0,0,14,0,14,0,0,14,0,0,0,14,14,0,14,0,14,0,14,0,14,0
Dullung,0,8,0,0,8,0,0,8,0,8,0,0,8,0,0,1,7,8,0,8,0,8,0,8,0,8,0
Nyoing,0,8,0,0,8,0,0,8,0,8,0,0,8,0,0,2,6,8,0,8,0,8,0,8,0,8,0
Tapiaso,0,31,0,0,31,0,0,31,0,31,0,0,31,0,0,4,27,31,0,31,0,31,0,31,0,31,0
Lao,0,31,0,0,31,0,0,30,1,31,0,0,31,0,0,3,27,31,0,31,0,31,0,31,0,31,0
Palap and Nyoying,0,16,0,0,16,0,0,16,0,16,0,0,16,0,0,2,14,16,0,16,0,16,0,16,0,16,0
New Bam(Basar Nalla),0,4,0,0,4,0,0,4,0,4,0,0,4,0,0,0,4,4,0,4,0,4,0,4,0,4,0
Pempla,0,21,0,0,21,0,0,21,0,21,0,0,21,0,0,2,19,21,0,21,0,21,0,21,0,21,0
Gaiporiang,0,11,0,0,11,0,0,11,0,11,0,0,11,0,0,1,10,11,0,11,0,11,0,11,0,11,0
Sumukjuli,0,16,0,0,16,0,0,16,0,16,0,0,16,0,0,2,14,16,0,16,0,16,0,16,0,16,0
Basar Nalo Camp,0,14,0,0,14,0,0,14,0,14,0,0,14,0,0,1,13,14,0,14,0,14,0,14,0,14,0
New Bam,0,18,0,0,18,0,0,16,2,18,0,0,18,0,0,5,13,18,0,18,0,18,0,18,0,18,0
