village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Rajura,0,0,112,14,54,44,107,5,0,8,104,12,23,77,1,0,111,66,46,38,74,110,2,48,64,110,2
Manjarkhed (Kasaba),0,27,43,25,21,24,70,0,0,3,67,7,14,49,0,0,70,11,59,68,2,69,1,36,34,69,1
Satefal,0,1,72,5,25,43,69,3,1,3,70,4,12,57,0,1,72,52,21,22,51,73,0,53,20,72,1
Khanapur,0,0,70,0,11,59,70,0,0,5,65,1,3,66,4,0,66,70,0,32,38,70,0,57,13,70,0
Pathargaon,0,0,71,11,28,32,52,18,1,10,61,1,8,62,0,0,71,64,7,55,16,71,0,25,46,70,1
Wai Both,0,0,70,2,33,35,55,15,0,1,69,1,8,61,1,0,69,64,6,43,27,70,0,41,29,70,0
Kalamjapur,0,0,71,0,15,56,60,0,11,8,62,12,3,56,0,11,60,50,21,14,57,71,0,53,18,58,13
Dahigaon,0,39,31,0,28,42,67,3,0,0,70,6,22,42,0,0,70,66,4,42,28,70,0,15,55,70,0
Dhanodi,0,1,70,4,25,42,68,3,0,1,70,5,14,52,0,0,71,49,22,20,51,71,0,51,20,71,0
Palaskhed,0,0,40,0,8,32,39,1,0,0,40,1,5,34,0,0,40,17,23,28,12,40,0,6,34,40,0
