village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Sasaur,1,24,3,17,10,1,8,18,2,21,7,8,12,8,0,0,28,0,,25,3,28,0,28,0,10,18,28,0
Sadha,1,16,3,16,4,0,7,12,1,18,2,5,9,6,0,0,20,0,,20,0,16,4,20,0,9,11,20,0
Sondiha,2,12,1,4,11,0,4,11,0,13,2,3,10,2,0,0,15,0,,15,0,15,0,15,0,5,10,15,0
Barhia,5,34,1,21,16,3,17,21,2,31,9,13,21,6,0,0,40,2,,40,0,39,1,40,0,8,32,40,0
Singhaul,1,15,1,7,10,0,8,8,1,15,2,5,10,2,0,0,17,0,,17,0,17,0,17,0,8,9,17,0
Misia,0,19,2,6,15,0,11,10,0,16,5,5,12,4,0,0,21,1,,21,0,19,2,21,0,7,14,21,0
Samastipur,0,4,0,4,0,0,0,3,1,4,0,1,3,0,0,0,4,0,,4,0,4,0,4,0,4,0,4,0
Sarmera,5,34,2,14,26,1,17,20,4,36,5,14,21,6,0,0,41,1,,41,0,39,2,41,0,15,26,41,0
Ballopurpearepur,1,23,2,16,10,0,9,16,1,23,3,6,12,8,0,0,26,0,,26,0,25,1,26,0,9,17,26,0
Husena,3,15,1,13,6,0,9,10,0,17,2,8,6,5,0,0,19,0,,19,0,18,1,19,0,5,14,19,0
Malawan,8,21,4,20,13,0,4,24,5,27,6,14,15,4,0,0,33,0,,33,0,32,1,33,0,13,20,32,1
Pojh,0,20,0,9,10,1,5,13,2,14,6,9,9,2,0,0,20,0,,20,0,19,1,20,0,8,12,20,0
Sekhra,0,24,3,11,15,1,9,18,0,22,5,3,19,5,0,0,27,0,,24,3,27,0,27,0,17,10,27,0
Kutra,1,11,4,6,9,1,3,12,1,13,3,0,8,8,0,0,16,0,,16,0,15,1,16,0,9,7,16,0
Moti Bigha,3,13,1,8,9,0,3,12,2,16,1,5,10,2,0,0,17,0,,16,1,17,0,17,0,6,11,17,0
Kazi Chak,1,19,1,15,5,1,8,12,1,18,3,5,13,3,0,0,21,2,,21,0,20,1,21,0,11,10,21,0
Rupaspur,0,6,4,7,1,2,3,6,1,9,1,0,6,4,0,0,10,0,,9,1,10,0,10,0,4,6,10,0
Chero,4,27,47,37,39,2,37,39,2,64,14,7,10,61,0,0,78,1,,77,1,76,2,78,0,35,43,77,1
Dhanuki,0,25,5,21,9,0,7,20,3,25,5,1,18,11,0,0,30,0,,30,0,30,0,30,0,15,15,30,0
Parnawan,0,14,6,15,5,0,5,15,0,14,6,0,8,12,0,0,20,0,,20,0,19,1,20,0,8,12,20,0
Dhanawan,0,20,5,14,11,0,10,12,3,21,4,0,11,14,0,0,25,0,,24,1,23,2,25,0,10,15,25,0
Tora,0,18,3,11,10,0,11,10,0,19,2,1,12,8,0,0,21,0,,21,0,18,3,21,0,11,10,21,0
Mirnagar,0,23,5,16,12,0,10,17,1,24,4,0,19,9,0,0,28,0,,26,2,27,1,28,0,14,14,28,0
Isua,1,14,60,52,23,0,15,25,35,66,9,3,9,63,0,0,75,5,,73,2,73,2,75,0,41,34,75,0
Kenar,1,14,42,44,13,0,17,36,4,48,9,3,6,48,0,0,57,2,,57,0,54,3,57,0,31,26,57,0
Jagjiwanpur,3,14,3,18,2,0,5,13,2,18,2,7,9,4,0,0,20,1,,20,0,20,0,20,0,12,8,20,0
Fatehpur Dumra,0,4,0,3,0,1,2,2,0,4,0,1,2,1,0,0,4,0,,4,0,3,1,4,0,1,3,4,0
