village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Taimadgi,0,35,110,0,120,25,142,3,0,6,139,12,36,97,0,1,144,64,81,52,93,145,0,28,117,140,5
Manna-e-khelli,0,203,261,15,405,44,456,8,0,141,323,52,213,199,0,0,464,179,285,253,211,463,1,279,185,456,8
Bannalli,0,80,30,5,101,4,109,1,0,40,70,33,53,24,0,0,110,44,66,69,41,110,0,52,58,109,1
Mustari,0,72,78,0,110,40,150,0,0,1,149,12,85,53,0,2,148,79,71,48,102,150,0,22,128,149,1
Nagankera,0,115,64,8,156,15,178,1,0,56,123,55,73,51,1,0,178,96,83,117,62,178,1,72,107,178,1
Madgul,0,1,3,1,3,0,4,0,0,0,4,0,3,1,0,0,4,1,3,3,1,4,0,0,4,4,0
Belkera,0,157,38,3,189,3,187,8,0,18,177,47,128,20,0,0,195,137,58,133,62,195,0,125,70,193,2
Madargi,0,33,39,1,59,12,72,0,0,14,58,8,33,31,0,0,72,45,27,61,11,72,0,57,15,70,2
Bemalkheda,0,164,133,13,241,43,295,2,0,62,235,32,185,80,0,0,297,142,155,141,156,296,1,66,231,216,81
Bhadrapur,0,51,21,5,59,8,72,0,0,3,69,11,50,11,0,0,72,24,48,54,18,72,0,50,22,63,9
Muthangi,0,12,42,2,40,12,54,0,0,2,52,3,23,28,0,0,54,33,21,40,14,54,0,40,14,53,1
Nirna,0,1,7,0,8,0,8,0,0,1,7,0,4,4,0,0,8,3,5,8,0,8,0,7,1,8,0
Kodambal,0,40,40,1,58,21,74,6,0,34,46,18,26,36,0,0,80,33,47,43,37,80,0,47,33,64,16
Udamnalli,0,29,9,0,27,11,38,0,0,16,22,16,16,6,0,0,38,21,17,22,16,38,0,13,25,33,5
