village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Sohra,3,21,5,27,1,1,11,18,0,23,6,5,7,17,0,0,29,25,4,26,3,29,0,27,2,29,0
Bishambharpur,3,9,2,13,1,0,8,6,0,11,3,5,6,3,0,0,14,13,1,14,0,14,0,8,6,14,0
Bishunpur,3,20,6,22,7,0,11,18,0,12,17,5,14,10,0,0,29,27,2,29,0,29,0,23,6,28,1
Babura,15,77,22,94,20,0,30,83,1,87,27,27,39,48,0,0,114,113,1,111,3,114,0,98,16,113,1
Akauna,2,8,3,12,1,0,5,8,0,6,7,5,3,5,0,0,13,12,1,12,1,13,0,0,13,12,1
Raepur Binganwan,0,19,9,26,2,0,12,16,0,6,22,0,9,19,0,0,28,27,1,28,0,28,0,15,13,28,0
Turki,1,10,4,14,1,0,6,9,0,9,6,2,6,7,0,0,15,14,1,15,0,15,0,10,5,15,0
Lauhar,0,24,6,29,1,0,4,25,1,19,11,1,17,12,0,0,30,30,0,29,1,30,0,19,11,30,0
Pharna,0,13,2,15,0,0,7,8,0,11,4,2,10,3,0,0,15,15,0,15,0,15,0,5,10,15,0
Rampur,2,17,6,23,1,1,12,13,0,17,8,6,10,9,0,0,25,25,0,25,0,25,0,24,1,25,0
Kuiya,2,12,2,16,0,0,9,7,0,8,8,5,4,7,0,0,16,16,0,16,0,16,0,12,4,16,0
English,2,10,1,13,0,0,5,8,0,7,6,3,7,3,0,0,13,13,0,13,0,13,0,9,4,13,0
Milki Mir Chhaka,0,9,2,11,0,0,3,8,0,7,4,1,8,2,0,0,11,9,2,11,0,11,0,3,8,11,0
Keotia,0,18,10,24,4,0,8,20,0,17,11,2,7,19,0,0,28,27,1,27,1,28,0,20,8,28,0
Barahra,1,19,5,25,0,0,10,15,0,19,6,6,6,13,0,0,25,22,3,25,0,25,0,22,3,25,0
Bakhorapur,0,9,3,12,0,0,4,8,0,5,7,1,5,6,0,0,12,11,1,10,2,12,0,12,0,12,0
Paiga,1,10,1,11,1,0,4,8,0,9,3,1,9,2,0,0,12,7,5,7,5,12,0,4,8,12,0
Gangauli,0,11,1,11,1,0,2,10,0,7,5,3,5,4,0,0,12,6,6,10,2,12,0,0,11,12,0
Bakhorapur English,1,7,4,11,1,0,4,8,0,7,5,3,3,6,0,0,12,7,5,6,6,12,0,1,11,12,0
Krishnagarh,0,11,3,14,0,0,3,10,1,9,5,0,8,6,0,0,14,14,0,14,0,14,0,10,4,14,0
Pakri,1,13,2,16,0,0,11,5,0,7,9,1,8,7,0,0,16,12,4,15,1,16,0,10,6,16,0
Milki,2,6,5,13,0,0,7,6,0,7,6,2,3,8,0,0,13,12,1,13,0,13,0,12,1,13,0
Jagatpur,2,8,4,14,0,0,8,5,1,6,8,2,5,7,0,0,14,14,0,14,0,14,0,14,0,14,0
Ghanghar,4,9,1,14,0,0,6,7,1,7,7,7,6,1,0,0,14,12,2,14,0,14,0,10,4,14,0
Saraiya,4,44,9,57,0,0,11,39,7,31,26,6,29,22,0,0,57,51,6,56,1,57,0,41,16,57,0
Sanjoel,0,10,4,13,1,0,3,7,4,7,7,0,7,7,0,0,14,13,1,14,0,14,0,6,8,14,0
Jhokipur,0,25,5,29,1,0,2,28,0,24,6,6,11,13,0,0,30,26,4,29,1,30,0,30,0,29,1
Galchaur,0,21,8,25,3,1,8,14,7,13,16,1,12,16,0,0,29,23,6,29,0,29,0,25,4,29,0
Nathmalpur,0,10,5,14,1,0,4,9,2,5,10,1,4,10,0,0,15,13,2,15,0,15,0,12,3,15,0
Gyanpur,2,14,0,15,0,1,3,8,5,9,7,3,9,4,1,0,15,15,1,16,0,16,0,14,2,16,0
Semaria Jionarain,1,13,0,14,0,0,1,13,0,9,5,6,7,1,0,0,14,12,2,14,0,14,0,10,4,14,0
Sinha,11,40,10,40,21,0,4,56,1,44,17,19,25,17,2,0,59,57,4,59,2,61,0,35,26,61,0
Shivpur,1,26,2,26,3,0,3,26,0,26,3,3,19,7,0,0,29,27,2,28,1,29,0,22,7,29,0
Sheo Diara (Ditto),4,40,3,28,18,1,3,44,0,30,17,7,27,13,0,0,47,44,3,47,0,44,3,36,11,47,0
Semaria Pararia,2,6,0,8,0,0,0,8,0,1,7,6,1,1,0,0,8,8,0,8,0,8,0,8,0,8,0
Ram Shahar,0,5,3,8,0,0,1,7,0,8,0,0,3,5,0,0,8,5,3,8,0,8,0,8,0,8,0
Ramsagar,0,10,3,13,0,0,8,5,0,12,1,3,3,7,0,0,13,12,1,13,0,13,0,9,4,13,0
Piparpanti,4,26,0,27,3,0,1,29,0,19,11,8,18,4,0,0,30,28,2,29,1,30,0,25,5,30,0
Parasrampur,0,8,1,7,2,0,0,9,0,8,1,1,4,4,0,0,9,7,2,9,0,9,0,8,1,9,0
Panditpur,0,7,6,13,0,0,6,7,0,12,1,0,5,8,0,0,13,8,5,13,0,13,0,13,0,13,0
Nurpur,0,4,6,8,2,0,1,9,0,8,2,0,0,10,0,0,10,8,2,10,0,10,0,3,7,10,0
Nargada,4,3,2,9,0,0,1,8,0,7,2,4,3,2,0,0,9,9,0,9,0,9,0,9,0,9,0
Matukpur,0,8,2,8,2,0,6,4,0,9,1,1,3,6,0,0,10,9,1,10,0,10,0,8,2,10,0
Majhauli,0,3,7,10,0,0,1,9,0,10,0,1,0,9,0,0,10,10,0,10,0,10,0,8,2,10,0
Kudaria,0,1,2,3,0,0,1,2,0,2,1,0,1,2,0,0,3,3,0,3,0,3,0,0,3,3,0
Khawaspur (Unsurveyed),3,19,6,28,0,0,6,22,0,25,3,5,10,13,0,0,28,27,1,24,4,28,0,23,5,28,0
Khawaspur,3,16,13,28,4,0,1,31,0,28,4,5,10,17,1,0,31,30,2,32,0,32,0,29,3,32,0
Kazi Chak,7,8,0,15,0,0,1,14,0,15,0,14,1,0,0,0,15,15,0,14,1,15,0,10,5,15,0
Karja,7,14,1,22,0,0,0,22,0,11,11,12,7,3,0,0,22,22,0,22,0,22,0,22,0,22,0
Jokahri,1,3,3,7,0,0,2,5,0,7,0,2,2,3,0,0,7,6,1,7,0,7,0,7,0,7,0
Gunri,2,26,8,29,6,1,2,34,0,34,2,6,16,14,0,0,36,35,1,36,0,36,0,33,3,36,0
Gazipur Farhada,2,23,4,26,3,0,2,27,0,19,10,5,14,10,0,0,29,22,7,29,0,29,0,19,10,29,0
Deorath,0,9,3,12,0,0,5,7,0,11,1,3,4,5,0,0,12,9,3,11,1,12,0,11,1,12,0
Chhinegaon,7,21,1,21,8,0,4,25,0,27,2,9,12,8,0,0,29,28,1,29,0,29,0,29,0,29,0
Chatar,5,18,0,19,4,0,1,22,0,14,9,13,10,0,0,0,23,22,1,23,0,23,0,19,4,23,0
Bhusahula,3,14,1,15,3,0,0,18,0,16,2,6,8,4,0,0,18,18,0,18,0,18,0,16,2,18,0
Balua,4,21,4,26,3,0,1,28,0,19,10,6,13,10,0,0,29,27,2,28,1,29,0,28,1,29,0
Babhangawan,4,19,1,22,2,0,0,24,0,24,0,7,12,5,0,0,24,24,0,24,0,24,0,18,6,24,0
Achhai Chak,0,5,0,5,0,0,1,4,0,2,3,0,5,0,0,0,5,4,1,5,0,5,0,4,1,5,0
