village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Mashisda,0,5,4,3,6,0,3,6,0,9,0,2,3,4,0,2,7,9,0,7,2,9,0,3,6,9,0
Baragechhe,12,48,26,35,51,0,32,51,3,86,0,30,34,22,0,5,81,86,0,78,8,86,0,44,42,86,0
Ramchandrapur,3,11,0,10,4,0,4,9,1,14,0,9,5,0,0,0,14,14,0,14,0,14,0,5,9,14,0
Barasati,8,25,20,28,24,1,23,29,1,53,0,14,19,20,0,4,49,53,0,45,8,53,0,21,32,53,0
Shantipur (CT),2,5,5,5,5,2,5,7,0,12,0,4,4,4,0,2,10,12,0,11,1,12,0,6,6,12,0
Janu Basan,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
Alinan,2,9,6,9,8,0,11,6,0,17,0,6,5,6,0,0,17,17,0,10,7,17,0,8,9,17,0
Balarampur,1,0,3,2,2,0,1,3,0,4,0,1,0,3,0,0,4,4,0,2,2,4,0,2,2,4,0
Naya Basan,3,4,6,9,4,0,5,8,0,12,1,4,3,6,0,2,11,13,0,11,2,13,0,5,8,13,0
Gobindapur,2,6,2,5,5,0,3,7,0,9,1,5,3,2,0,1,9,10,0,8,2,10,0,4,6,10,0
Khoskana,1,8,6,9,2,4,7,8,0,15,0,3,6,6,0,3,12,15,0,9,6,15,0,7,8,15,0
Astara,1,14,3,7,10,1,11,7,0,18,0,7,8,3,0,1,17,18,0,12,6,18,0,4,14,18,0
Pakurya,1,4,1,0,6,0,3,3,0,6,0,1,4,1,0,1,5,6,0,6,0,6,0,4,2,6,0
Mathori,1,1,2,2,2,0,2,2,0,4,0,1,1,2,0,1,3,4,0,3,1,4,0,1,3,4,0
Udaychak,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
Padampur,1,7,2,6,4,0,4,6,0,10,0,5,3,2,0,1,9,10,0,9,1,10,0,3,7,10,0
Kashipur,1,3,2,3,3,0,3,3,0,6,0,3,1,2,0,0,6,6,0,3,3,6,0,4,2,6,0
Shirui,0,4,2,4,2,0,4,2,0,6,0,2,2,2,0,2,4,6,0,4,2,6,0,4,2,6,0
Dwip Kishorpur,0,5,6,4,7,0,6,5,0,11,0,3,2,6,0,0,11,11,0,3,8,11,0,5,6,11,0
Belun,1,1,0,1,1,0,1,1,0,2,0,2,0,0,0,1,1,2,0,0,2,2,0,0,2,2,0
Hurinan,8,18,12,18,20,0,16,22,0,37,1,19,8,11,0,6,32,38,0,31,7,38,0,13,25,38,0
Narayandari,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
Khostikri,0,3,0,3,0,0,0,3,0,3,0,1,2,0,0,1,2,3,0,2,1,3,0,2,1,3,0
Uttar Dhalhara,0,5,3,2,5,1,3,5,0,8,0,3,2,3,0,1,7,8,0,7,1,8,0,3,5,8,0
Chandramer,1,3,1,2,3,0,1,4,0,5,0,2,2,1,0,1,4,5,0,5,0,5,0,2,3,5,0
Tarangakhali,4,16,11,7,23,1,12,18,1,31,0,7,13,11,0,10,21,31,0,27,4,31,0,14,17,31,0
Pitulsaha,1,2,0,0,1,2,3,0,0,3,0,2,1,0,0,0,3,3,0,3,0,3,0,3,0,3,0
Hogla,2,0,3,1,4,0,3,2,0,5,0,2,0,3,0,2,3,5,0,4,1,5,0,4,1,5,0
Biswas,2,7,3,6,6,0,5,7,0,12,0,5,4,3,0,3,9,12,0,11,1,12,0,6,6,12,0
Bamanara,0,7,0,3,1,3,4,3,0,7,0,4,3,0,0,0,7,7,0,3,4,7,0,3,4,7,0
