village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Parbing,1,16,13,23,7,0,8,22,0,4,26,1,16,13,0,16,14,25,5,30,0,30,0,30,0,30,0
Lingdum,0,27,1,15,13,0,8,20,0,3,25,2,25,1,0,17,11,28,0,28,0,28,0,18,10,22,6
Rey,1,15,2,10,8,0,2,16,0,2,16,8,8,2,0,9,9,10,8,18,0,18,0,16,2,15,3
Shotak,0,4,2,3,3,0,1,5,0,0,6,3,1,2,0,2,4,6,0,6,0,6,0,6,0,6,0
Navey,3,56,23,52,30,0,14,68,0,77,5,20,40,22,0,50,32,80,2,81,1,82,0,78,4,58,24
Luing,1,95,49,70,75,0,29,116,0,106,39,14,85,46,0,84,61,145,0,145,0,145,0,48,97,117,28
Barbing,0,17,7,17,7,0,6,18,0,2,22,4,13,7,0,12,12,24,0,24,0,24,0,20,4,17,7
Ranka,11,58,24,53,38,2,17,76,0,81,12,18,52,23,0,58,35,93,0,91,2,92,1,85,8,79,14
Rey Mendu,0,19,17,21,15,0,7,29,0,26,10,1,18,17,0,17,19,36,0,36,0,36,0,36,0,31,5
Sajong Rumtek,1,47,22,37,33,0,12,58,0,60,10,1,42,27,0,38,32,69,1,70,0,69,1,16,54,55,15
Rawtey Rumtek,1,22,17,21,19,0,8,32,0,9,31,2,21,17,0,24,16,38,2,40,0,40,0,15,25,31,9
Sangtong,3,8,3,10,4,0,0,14,0,14,0,4,7,3,0,8,6,14,0,14,0,14,0,12,2,13,1
