village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Dhamni khadi,0,25,58,1,30,52,74,9,0,0,83,51,27,5,0,1,82,3,80,39,44,83,0,74,9,83,0
Umbarda Bajar,0,1,19,1,12,7,19,1,0,0,20,20,0,0,0,1,19,2,18,16,4,20,0,18,2,20,0
Kajaleshwar,0,0,42,5,32,5,11,31,0,0,42,0,4,38,0,0,42,0,42,42,0,42,0,42,0,3,39
Kinkhed,0,12,56,4,49,15,38,30,0,0,68,15,15,38,1,0,67,0,68,55,13,68,0,67,1,30,38
Jaipur,0,9,49,0,18,40,58,0,0,17,41,51,6,1,0,0,58,0,58,23,35,58,0,53,5,58,0
Kherda Kh.,0,3,18,0,3,18,21,0,0,2,19,18,2,1,0,0,21,0,21,9,12,21,0,16,4,21,0
Ajampur,0,11,27,0,7,31,37,1,0,1,37,25,12,1,0,0,38,0,38,8,30,38,0,30,8,38,0
Kherda Bk.,0,5,33,0,9,29,35,3,0,19,19,25,10,3,0,0,38,0,38,12,26,38,0,24,14,38,0
Kinhi Rokade,0,4,57,0,4,57,60,1,0,0,61,51,10,0,0,0,61,0,61,14,47,61,0,49,12,61,0
Mhasala,0,8,44,0,7,45,51,1,0,9,43,42,9,1,0,0,52,1,51,7,45,52,0,38,14,52,0
Belmandal,0,20,32,0,1,51,52,0,0,0,52,45,6,1,1,0,51,0,52,19,33,52,0,46,6,52,0
Mokhad,0,7,22,0,2,27,29,0,0,0,29,29,0,0,0,0,29,0,29,13,16,29,0,26,3,29,0
Donad Bk.,0,8,92,1,24,75,98,2,0,5,95,80,15,5,11,0,89,0,100,25,75,100,0,86,14,100,0
Bhiwari,2,30,68,0,0,100,100,0,0,1,99,47,39,14,0,0,100,0,100,61,39,100,0,68,32,100,0
Bambarda,0,0,55,3,47,5,20,35,0,0,55,0,4,51,0,0,55,28,27,9,46,55,0,51,4,55,0
Chadai,2,5,26,5,17,11,19,14,0,0,33,8,12,13,0,0,33,12,21,18,15,33,0,29,4,33,0
Jamb,0,0,60,3,52,5,29,31,0,0,60,5,0,55,1,0,59,33,27,22,38,60,0,44,16,60,0
Ganeshpur,0,0,37,1,35,1,10,27,0,0,37,5,2,30,0,0,37,20,17,13,24,37,0,27,10,37,0
Nimbha Jahangir,0,0,8,0,8,0,0,8,0,0,8,0,0,8,0,0,8,7,1,0,8,8,0,6,2,8,0
Khanapur,0,1,68,6,61,2,8,61,0,0,69,2,0,67,0,0,69,52,17,21,48,69,0,43,26,69,0
