village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Sangel (128),0,0,0,1171,18,0,194,990,5,1184,5,0,0,1189,0,0,1189,1112,77,1181,8,1188,1,0,0,1027,162
Salamba (154) (CT),0,0,0,372,2,0,0,296,78,374,0,0,0,374,0,0,374,374,0,374,0,374,0,0,0,373,1
Ujina (141),0,0,0,1122,0,0,35,771,316,808,314,0,0,1122,0,0,1122,622,500,1122,0,1122,0,0,0,617,505
Alawalpur (133),0,0,0,92,212,121,0,61,364,339,86,0,0,425,0,0,425,3,422,269,156,425,0,0,0,333,92
Nizampur Nuh (107),0,0,0,186,5,0,187,4,0,191,0,0,0,191,0,0,191,30,161,186,5,191,0,0,0,117,74
Dihana (124),0,0,0,487,103,0,101,489,0,590,0,1,0,589,0,1,589,589,1,487,103,590,0,0,0,588,2
Jogipur (105),0,0,0,223,0,0,2,221,0,80,143,0,0,223,0,0,223,81,142,223,0,223,0,0,0,32,191
Jajuka (127),0,0,0,464,0,0,0,397,67,397,67,0,26,438,0,0,464,397,67,462,2,464,0,0,0,434,30
Kotla (120),0,0,0,164,0,0,21,142,1,164,0,0,0,164,0,0,164,15,149,155,9,164,0,0,0,153,11
Murad Bas (112),0,0,0,83,2,0,0,64,21,8,77,0,1,84,1,0,84,0,85,1,84,84,1,0,0,1,84
Bhatka(99),0,0,0,97,4,0,1,95,5,101,0,0,0,101,0,0,101,100,1,101,0,101,0,0,0,44,57
Tarakpur (146),0,0,0,106,6,0,54,41,17,111,1,0,0,112,0,0,112,111,1,102,10,112,0,0,0,112,0
Shahpur Nagli(157),0,0,0,12,0,0,12,0,0,12,0,0,0,12,0,0,12,0,12,0,12,12,0,0,0,12,0
Malab (122),0,0,0,245,0,0,1,244,0,245,0,0,0,245,0,0,245,244,1,245,0,245,0,0,0,243,2
Raipuri (148),0,0,0,201,0,0,1,200,0,201,0,0,0,201,0,0,201,196,5,201,0,201,0,0,0,196,5
Meoli(118),0,0,0,15,188,52,1,254,0,254,1,0,0,255,5,0,250,1,254,237,18,254,1,0,0,221,34
Rethora(165),0,0,0,17,0,0,0,17,0,17,0,0,0,17,0,0,17,17,0,17,0,17,0,0,0,17,0
Nalhar (113),0,0,0,262,108,0,2,359,9,38,332,0,0,370,0,0,370,0,370,20,350,277,93,0,0,275,95
