village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Benra (95),0,0,0,1,151,36,2,172,14,186,2,6,123,59,4,0,184,137,51,186,2,188,0,0,0,167,21
Bhojowali (104),0,0,0,0,91,59,0,105,45,150,0,5,97,48,2,0,148,48,102,144,6,150,0,0,0,58,92
Dhura (97),0,0,0,0,137,2,1,121,17,137,2,16,91,31,2,0,137,118,21,139,0,139,0,0,0,128,11
Dhuri (R) (94),0,0,0,0,36,1,0,30,7,36,1,4,20,13,1,0,36,30,7,34,3,36,1,0,0,35,2
Kheri Jattan (81),0,0,0,0,101,1,0,95,7,102,0,4,65,33,13,0,89,92,10,102,0,102,0,0,0,92,10
Manwala (96),0,0,0,8,112,5,1,82,42,120,5,9,72,44,0,0,125,103,22,118,7,120,5,0,0,115,10
Ladda (58),0,0,0,0,142,12,0,149,5,154,0,2,64,88,11,0,143,148,6,154,0,154,0,0,0,150,4
Kaheru (62),0,0,0,0,121,9,0,109,21,129,1,13,83,34,0,0,130,61,69,116,14,126,4,0,0,95,35
Bhadalwadh (103),0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0
Badshahpur (42),0,0,0,0,55,38,1,79,13,92,1,3,52,38,3,0,90,60,33,93,0,93,0,0,0,54,39
