village,Nitrogen High,Nitrogen Medium,Nitrogen Low,Phosphorus High,Phosphorus Medium,Phosphorus Low,Potassium High,Potassium Medium,Potassium Low,Sulphur Sufficient,Sulphur Deficient,None High,None Medium,None Low,pH Alkaline,pH Acidic,pH Neutral,EC Saline,EC Deficient,Iron Sufficient,Iron Deficient,Zinc Sufficient,Zinc Deficient,Copper Sufficient,Copper Deficient,Boron Sufficient,Boron Deficient,Manganese Sufficient,Manganese Deficient
Puntamba,0,0,101,87,13,1,68,12,21,4,97,90,11,0,0,0,101,0,,3,98,1,100,79,22,99,2,19,82
Rui,0,0,90,84,6,0,81,6,3,8,82,90,0,0,0,0,90,0,,0,90,0,90,64,26,89,1,0,90
Rajuri,1,0,89,78,6,6,26,39,25,1,89,90,0,0,0,0,90,0,,0,90,0,90,90,0,87,3,1,89
Ranjangaon Kh.,0,0,112,84,27,1,52,46,14,34,78,91,20,1,29,0,83,0,,3,109,10,102,97,15,98,14,29,83
Astagaon,0,0,90,75,13,2,84,6,0,0,90,90,0,0,0,0,90,0,,0,90,1,89,84,6,89,1,1,89
Nandur Bk.,0,0,92,89,3,0,66,18,8,5,87,90,1,1,1,0,91,0,,0,92,11,81,88,4,86,6,4,88
Kolhar Bk.,0,0,106,59,42,5,54,48,4,28,78,70,22,14,0,0,106,1,,3,103,8,95,106,0,89,17,32,74
Loni Kh.,0,0,90,89,1,0,53,32,5,23,67,57,17,16,0,1,89,0,,80,10,13,77,59,31,84,6,57,33
Shingave,0,0,100,77,18,5,51,44,5,45,55,68,13,19,0,0,100,0,,12,88,41,59,80,20,100,0,84,16
Babhaleshwar Bk.,0,0,65,41,14,10,20,42,3,18,47,33,17,15,0,0,65,0,,3,62,9,56,65,0,58,7,63,2
Babhaleshwar Kh.,0,0,44,13,23,8,30,14,0,11,33,21,13,10,0,0,44,0,,3,41,10,34,44,0,37,7,43,1
Lohgaon,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,,0,1,0,1,1,0,1,0,1,0
Tisgaon,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,,0,1,0,1,1,0,1,0,1,0
Khadakewake,0,0,48,1,33,14,48,0,0,7,41,0,40,8,0,0,48,0,,16,32,4,44,48,0,22,26,48,0
Rastapur,0,0,11,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,,4,7,1,10,11,0,6,5,11,0
Bhagwatipur,0,0,10,0,10,0,10,0,0,0,10,0,9,1,0,0,10,0,,2,8,3,7,10,0,2,8,10,0
Hanumantgaon,0,0,11,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,,3,8,5,6,11,0,5,6,11,0
Rampurwadi,0,0,10,0,10,0,10,0,0,0,10,0,8,2,0,0,10,0,,1,9,3,7,10,0,1,9,10,0
Ekrukhe,0,0,4,0,4,0,4,0,0,4,0,0,3,1,0,0,4,0,,3,1,1,3,4,0,4,0,4,0
Rahata,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,,0,1,0,1,1,0,1,0,1,0
Chandrapur,0,0,21,0,21,0,21,0,0,10,11,0,5,16,0,0,21,0,,1,20,13,8,21,0,21,0,21,0
Loni Bk.,0,0,11,0,11,0,11,0,0,3,8,0,10,1,0,0,11,0,,0,11,3,8,11,0,11,0,11,0
Durgapur,0,0,12,0,12,0,11,1,0,1,11,0,11,1,0,0,12,0,,5,7,7,5,12,0,12,0,12,0
Dhangarwadi,0,0,3,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,,1,2,1,2,3,0,3,0,3,0
Nandur Kh.,0,0,8,0,7,1,8,0,0,3,5,0,3,5,0,0,8,0,,3,5,1,7,8,0,8,0,8,0
